user_id,target_pos,inclusion_pos,original_interactions,exclusion_interactions,inclusion_interactions,length_exclusion_cfs,length_inclusion_cfs,inclusion_removed_items,category
424,5,9,"[256, 266, 291, 318, 448, 494, 632, 918, 1015, 1201, 1435, 1471, 1588, 1757, 1849, 1920, 2149, 2480, 2567, 2951]","[256, 266, 291, 318, 448, 494, 632, 918, 1015, 1201, 1435, 1471, 1588, 1757, 1849, 1920, 2480, 2567, 2951]","[256, 266, 291, 318, 448, 494, 632, 918, 1015, 1201, 1435, 1471, 1588, 1757, 1849, 1920, 2480, 2567, 2951, 168]",1,1,[168],2
424,7,7,"[256, 266, 291, 318, 448, 494, 632, 918, 1015, 1201, 1435, 1471, 1588, 1757, 1849, 1920, 2149, 2480, 2567, 2951]","[266, 291, 318, 448, 494, 632, 918, 1015, 1201, 1435, 1471, 1588, 1757, 1849, 1920, 2149, 2480, 2567, 2951]","[266, 291, 318, 448, 494, 632, 918, 1015, 1201, 1435, 1471, 1588, 1757, 1849, 1920, 2149, 2480, 2567, 2951, 256]",1,1,[256],1
425,1,8,"[180, 190, 201, 215, 221, 266, 447, 587, 738, 815, 888, 892, 897, 1180, 1187, 1305, 1419, 1424, 1517, 1650]","[180, 190, 221, 266, 447, 738, 815, 888, 892, 897, 1180, 1187, 1305, 1419, 1424, 1517, 1650]","[180, 190, 221, 266, 447, 738, 815, 888, 892, 897, 1180, 1187, 1305, 1419, 1424, 1517, 1650, 2177]",3,1,[2177],0
425,3,3,"[180, 190, 201, 215, 221, 266, 447, 587, 738, 815, 888, 892, 897, 1180, 1187, 1305, 1419, 1424, 1517, 1650]","[190, 201, 215, 221, 266, 447, 587, 738, 888, 892, 897, 1180, 1187, 1305, 1419, 1424, 1517, 1650]","[190, 201, 215, 221, 266, 447, 587, 738, 888, 892, 897, 1180, 1187, 1305, 1419, 1424, 1517, 1650, 253]",2,1,[253],0
425,5,4,"[180, 190, 201, 215, 221, 266, 447, 587, 738, 815, 888, 892, 897, 1180, 1187, 1305, 1419, 1424, 1517, 1650]","[190, 201, 215, 221, 266, 447, 587, 738, 815, 888, 892, 897, 1180, 1187, 1305, 1419, 1424, 1517, 1650]","[190, 201, 215, 221, 266, 447, 587, 738, 815, 888, 892, 897, 1180, 1187, 1305, 1419, 1424, 1517, 1650, 139]",1,1,[139],2
425,7,9,"[180, 190, 201, 215, 221, 266, 447, 587, 738, 815, 888, 892, 897, 1180, 1187, 1305, 1419, 1424, 1517, 1650]","[180, 190, 215, 221, 266, 447, 587, 738, 815, 888, 892, 897, 1180, 1187, 1305, 1419, 1424, 1517, 1650]","[180, 190, 215, 221, 266, 447, 587, 738, 815, 888, 892, 897, 1180, 1187, 1305, 1419, 1424, 1517, 1650, 412]",1,1,[412],2
426,1,6,"[79, 87, 91, 119, 127, 145, 149, 167, 376, 387, 569, 576, 588, 892, 1027, 1089, 1243, 1276, 1382, 1851]","[87, 119, 127, 149, 376, 387, 569, 576, 588, 892, 1027, 1089, 1243, 1276, 1382, 1851]","[87, 119, 127, 149, 376, 387, 569, 576, 588, 892, 1027, 1089, 1243, 1276, 1382, 1851, 167]",4,1,[167],0
426,3,7,"[79, 87, 91, 119, 127, 145, 149, 167, 376, 387, 569, 576, 588, 892, 1027, 1089, 1243, 1276, 1382, 1851]","[87, 119, 127, 145, 167, 376, 387, 569, 576, 588, 892, 1027, 1089, 1243, 1276, 1382, 1851]","[87, 119, 127, 145, 167, 376, 387, 569, 576, 588, 892, 1027, 1089, 1243, 1276, 1382, 1851, 1755]",3,1,[1755],0
426,5,7,"[79, 87, 91, 119, 127, 145, 149, 167, 376, 387, 569, 576, 588, 892, 1027, 1089, 1243, 1276, 1382, 1851]","[79, 91, 119, 127, 145, 149, 167, 376, 387, 569, 576, 588, 892, 1027, 1089, 1243, 1276, 1382, 1851]","[79, 91, 119, 127, 145, 149, 167, 376, 387, 569, 576, 588, 892, 1027, 1089, 1243, 1276, 1382, 1851, 196]",1,1,[196],2
426,7,8,"[79, 87, 91, 119, 127, 145, 149, 167, 376, 387, 569, 576, 588, 892, 1027, 1089, 1243, 1276, 1382, 1851]","[87, 91, 119, 127, 145, 149, 167, 376, 387, 569, 576, 588, 892, 1027, 1089, 1243, 1276, 1382, 1851]","[87, 91, 119, 127, 145, 149, 167, 376, 387, 569, 576, 588, 892, 1027, 1089, 1243, 1276, 1382, 1851, 3651]",1,1,[3651],2
429,1,4,"[73, 506, 569, 588, 591, 607, 636, 742, 809, 908, 971, 1273, 1317, 1457, 1536, 1578, 1693, 2242, 2272, 2963]","[506, 569, 588, 607, 636, 742, 809, 908, 971, 1273, 1317, 1457, 1536, 1578, 2242, 2272, 2963]","[506, 569, 588, 607, 636, 742, 809, 908, 971, 1273, 1317, 1457, 1536, 1578, 2242, 2272, 2963, 2742]",3,1,[2742],0
429,3,3,"[73, 506, 569, 588, 591, 607, 636, 742, 809, 908, 971, 1273, 1317, 1457, 1536, 1578, 1693, 2242, 2272, 2963]","[73, 506, 569, 588, 591, 607, 636, 742, 809, 908, 971, 1273, 1317, 1536, 1578, 2242, 2272, 2963]","[73, 506, 569, 588, 591, 607, 636, 742, 809, 908, 971, 1273, 1317, 1536, 1578, 2242, 2272, 2963, 281]",2,1,[281],0
429,5,4,"[73, 506, 569, 588, 591, 607, 636, 742, 809, 908, 971, 1273, 1317, 1457, 1536, 1578, 1693, 2242, 2272, 2963]","[506, 588, 591, 607, 636, 742, 809, 908, 971, 1273, 1317, 1457, 1536, 1578, 1693, 2242, 2272, 2963]","[506, 588, 591, 607, 636, 742, 809, 908, 971, 1273, 1317, 1457, 1536, 1578, 1693, 2242, 2272, 2963, 620]",2,1,[620],0
429,7,8,"[73, 506, 569, 588, 591, 607, 636, 742, 809, 908, 971, 1273, 1317, 1457, 1536, 1578, 1693, 2242, 2272, 2963]","[73, 506, 569, 588, 591, 607, 636, 742, 809, 908, 971, 1273, 1317, 1457, 1536, 1578, 2242, 2272, 2963]","[73, 506, 569, 588, 591, 607, 636, 742, 809, 908, 971, 1273, 1317, 1457, 1536, 1578, 2242, 2272, 2963, 1315]",1,1,[1315],2
431,1,5,"[24, 28, 52, 61, 93, 105, 125, 187, 188, 190, 214, 219, 377, 637, 718, 755, 776, 940, 1019, 2185]","[28, 61, 93, 187, 188, 190, 214, 219, 377, 637, 718, 755, 776, 940, 1019, 2185]","[28, 61, 93, 187, 188, 190, 214, 219, 377, 637, 718, 755, 776, 940, 1019, 2185, 3411]",4,1,[3411],0
431,3,3,"[24, 28, 52, 61, 93, 105, 125, 187, 188, 190, 214, 219, 377, 637, 718, 755, 776, 940, 1019, 2185]","[24, 28, 52, 93, 105, 125, 187, 214, 219, 377, 637, 718, 755, 776, 940, 1019, 2185]","[24, 28, 52, 93, 105, 125, 187, 214, 219, 377, 637, 718, 755, 776, 940, 1019, 2185, 1015]",3,1,[1015],0
431,5,8,"[24, 28, 52, 61, 93, 105, 125, 187, 188, 190, 214, 219, 377, 637, 718, 755, 776, 940, 1019, 2185]","[24, 28, 52, 61, 93, 105, 125, 187, 188, 214, 219, 377, 637, 718, 755, 776, 940, 1019]","[24, 28, 52, 61, 93, 105, 125, 187, 188, 214, 219, 377, 637, 718, 755, 776, 940, 1019, 98]",2,1,[98],0
431,7,7,"[24, 28, 52, 61, 93, 105, 125, 187, 188, 190, 214, 219, 377, 637, 718, 755, 776, 940, 1019, 2185]","[24, 28, 52, 61, 93, 105, 125, 187, 188, 190, 214, 219, 377, 637, 718, 755, 776, 940, 2185]","[24, 28, 52, 61, 93, 105, 125, 187, 188, 190, 214, 219, 377, 637, 718, 755, 776, 940, 2185, 98]",1,1,[98],2
435,1,5,"[39, 87, 121, 196, 206, 217, 218, 260, 278, 387, 442, 630, 976, 1020, 1072, 1150, 1157, 1205, 1259, 2099]","[39, 87, 121, 196, 206, 217, 260, 278, 387, 442, 630, 976, 1020, 1072, 1157, 1205, 1259, 2099]","[39, 87, 121, 196, 206, 217, 260, 278, 387, 442, 630, 976, 1020, 1072, 1157, 1205, 1259, 2099, 644]",2,1,[644],0
435,3,7,"[39, 87, 121, 196, 206, 217, 218, 260, 278, 387, 442, 630, 976, 1020, 1072, 1150, 1157, 1205, 1259, 2099]","[87, 121, 196, 206, 217, 218, 260, 278, 387, 630, 976, 1020, 1072, 1150, 1157, 1205, 1259, 2099]","[87, 121, 196, 206, 217, 218, 260, 278, 387, 630, 976, 1020, 1072, 1150, 1157, 1205, 1259, 2099, 3199]",2,1,[3199],0
435,5,9,"[39, 87, 121, 196, 206, 217, 218, 260, 278, 387, 442, 630, 976, 1020, 1072, 1150, 1157, 1205, 1259, 2099]","[39, 87, 196, 206, 217, 218, 260, 278, 387, 442, 630, 976, 1020, 1072, 1150, 1157, 1205, 1259, 2099]","[39, 87, 196, 206, 217, 218, 260, 278, 387, 442, 630, 976, 1020, 1072, 1150, 1157, 1205, 1259, 2099, 3029]",1,1,[3029],2
435,7,9,"[39, 87, 121, 196, 206, 217, 218, 260, 278, 387, 442, 630, 976, 1020, 1072, 1150, 1157, 1205, 1259, 2099]","[39, 121, 196, 206, 217, 218, 260, 278, 387, 442, 630, 976, 1020, 1072, 1150, 1157, 1205, 1259, 2099]","[39, 121, 196, 206, 217, 218, 260, 278, 387, 442, 630, 976, 1020, 1072, 1150, 1157, 1205, 1259, 2099, 1678]",1,1,[1678],2
436,1,8,"[63, 188, 218, 360, 418, 565, 570, 606, 620, 631, 705, 718, 748, 809, 853, 859, 1104, 1409, 1724, 1933]","[63, 188, 218, 418, 570, 606, 631, 705, 718, 748, 809, 853, 859, 1409, 1724, 1933]","[63, 188, 218, 418, 570, 606, 631, 705, 718, 748, 809, 853, 859, 1409, 1724, 1933, 120]",4,1,[120],0
436,3,5,"[63, 188, 218, 360, 418, 565, 570, 606, 620, 631, 705, 718, 748, 809, 853, 859, 1104, 1409, 1724, 1933]","[63, 218, 360, 418, 565, 570, 606, 620, 631, 705, 748, 809, 853, 859, 1104, 1409, 1724, 1933]","[63, 218, 360, 418, 565, 570, 606, 620, 631, 705, 748, 809, 853, 859, 1104, 1409, 1724, 1933, 161]",2,1,[161],0
436,5,8,"[63, 188, 218, 360, 418, 565, 570, 606, 620, 631, 705, 718, 748, 809, 853, 859, 1104, 1409, 1724, 1933]","[63, 188, 218, 360, 565, 570, 606, 620, 631, 705, 718, 748, 809, 853, 859, 1104, 1409, 1724, 1933]","[63, 188, 218, 360, 565, 570, 606, 620, 631, 705, 718, 748, 809, 853, 859, 1104, 1409, 1724, 1933, 196]",1,1,[196],2
436,7,7,"[63, 188, 218, 360, 418, 565, 570, 606, 620, 631, 705, 718, 748, 809, 853, 859, 1104, 1409, 1724, 1933]","[63, 218, 360, 418, 565, 570, 606, 620, 631, 705, 718, 748, 809, 853, 859, 1104, 1409, 1724, 1933]","[63, 218, 360, 418, 565, 570, 606, 620, 631, 705, 718, 748, 809, 853, 859, 1104, 1409, 1724, 1933, 657]",1,1,[657],2
438,1,5,"[26, 88, 169, 282, 512, 636, 740, 893, 915, 1063, 1106, 1203, 1386, 1937, 2139, 2273, 2290, 2362, 2961, 2990]","[88, 169, 636, 740, 893, 915, 1063, 1106, 1203, 1386, 2139, 2273, 2290, 2362, 2961, 2990]","[88, 169, 636, 740, 893, 915, 1063, 1106, 1203, 1386, 2139, 2273, 2290, 2362, 2961, 2990, 357]",4,1,[357],0
438,3,4,"[26, 88, 169, 282, 512, 636, 740, 893, 915, 1063, 1106, 1203, 1386, 1937, 2139, 2273, 2290, 2362, 2961, 2990]","[26, 282, 512, 636, 740, 915, 1063, 1203, 1386, 1937, 2139, 2273, 2290, 2362, 2961, 2990]","[26, 282, 512, 636, 740, 915, 1063, 1203, 1386, 1937, 2139, 2273, 2290, 2362, 2961, 2990, 27]",4,1,[27],0
438,5,6,"[26, 88, 169, 282, 512, 636, 740, 893, 915, 1063, 1106, 1203, 1386, 1937, 2139, 2273, 2290, 2362, 2961, 2990]","[88, 169, 282, 636, 740, 893, 915, 1063, 1106, 1203, 1386, 1937, 2139, 2273, 2290, 2362, 2961, 2990]","[88, 169, 282, 636, 740, 893, 915, 1063, 1106, 1203, 1386, 1937, 2139, 2273, 2290, 2362, 2961, 2990, 167]",2,1,[167],0
438,7,7,"[26, 88, 169, 282, 512, 636, 740, 893, 915, 1063, 1106, 1203, 1386, 1937, 2139, 2273, 2290, 2362, 2961, 2990]","[26, 88, 169, 282, 512, 636, 740, 893, 915, 1063, 1106, 1386, 1937, 2139, 2273, 2290, 2362, 2961, 2990]","[26, 88, 169, 282, 512, 636, 740, 893, 915, 1063, 1106, 1386, 1937, 2139, 2273, 2290, 2362, 2961, 2990, 120]",1,1,[120],2
442,1,8,"[114, 252, 263, 370, 380, 391, 397, 419, 433, 475, 673, 720, 832, 843, 871, 1191, 1197, 1335, 1486, 1756]","[252, 263, 380, 397, 419, 433, 475, 673, 720, 832, 843, 871, 1191, 1197, 1335, 1486, 1756]","[252, 263, 380, 397, 419, 433, 475, 673, 720, 832, 843, 871, 1191, 1197, 1335, 1486, 1756, 538]",3,1,[538],0
442,3,6,"[114, 252, 263, 370, 380, 391, 397, 419, 433, 475, 673, 720, 832, 843, 871, 1191, 1197, 1335, 1486, 1756]","[114, 252, 263, 370, 380, 391, 397, 419, 433, 475, 673, 832, 843, 871, 1191, 1197, 1335, 1486, 1756]","[114, 252, 263, 370, 380, 391, 397, 419, 433, 475, 673, 832, 843, 871, 1191, 1197, 1335, 1486, 1756, 1318]",1,1,[1318],2
442,5,5,"[114, 252, 263, 370, 380, 391, 397, 419, 433, 475, 673, 720, 832, 843, 871, 1191, 1197, 1335, 1486, 1756]","[114, 252, 370, 380, 391, 397, 419, 433, 475, 673, 720, 832, 843, 871, 1191, 1197, 1335, 1486, 1756]","[114, 252, 370, 380, 391, 397, 419, 433, 475, 673, 720, 832, 843, 871, 1191, 1197, 1335, 1486, 1756, 516]",1,1,[516],2
442,7,7,"[114, 252, 263, 370, 380, 391, 397, 419, 433, 475, 673, 720, 832, 843, 871, 1191, 1197, 1335, 1486, 1756]","[252, 263, 370, 380, 391, 397, 419, 433, 475, 673, 720, 832, 843, 871, 1191, 1197, 1335, 1486, 1756]","[252, 263, 370, 380, 391, 397, 419, 433, 475, 673, 720, 832, 843, 871, 1191, 1197, 1335, 1486, 1756, 1674]",1,1,[1674],2
444,1,4,"[15, 20, 93, 125, 247, 282, 322, 356, 530, 566, 612, 618, 798, 1121, 1182, 1328, 1395, 1576, 1756, 1941]","[15, 20, 93, 125, 247, 282, 322, 356, 530, 566, 612, 618, 798, 1121, 1328, 1395, 1576, 1756, 1941]","[15, 20, 93, 125, 247, 282, 322, 356, 530, 566, 612, 618, 798, 1121, 1328, 1395, 1576, 1756, 1941, 643]",1,1,[643],2
444,3,2,"[15, 20, 93, 125, 247, 282, 322, 356, 530, 566, 612, 618, 798, 1121, 1182, 1328, 1395, 1576, 1756, 1941]","[15, 20, 93, 125, 247, 282, 322, 356, 530, 566, 612, 618, 798, 1121, 1328, 1395, 1576, 1756, 1941]","[15, 20, 93, 125, 247, 282, 322, 356, 530, 566, 612, 618, 798, 1121, 1328, 1395, 1576, 1756, 1941, 185]",1,1,[185],2
444,5,9,"[15, 20, 93, 125, 247, 282, 322, 356, 530, 566, 612, 618, 798, 1121, 1182, 1328, 1395, 1576, 1756, 1941]","[15, 20, 93, 125, 282, 322, 356, 530, 566, 612, 618, 798, 1121, 1182, 1328, 1395, 1576, 1756, 1941]","[15, 20, 93, 125, 282, 322, 356, 530, 566, 612, 618, 798, 1121, 1182, 1328, 1395, 1576, 1756, 1941, 3301]",1,1,[3301],2
444,7,5,"[15, 20, 93, 125, 247, 282, 322, 356, 530, 566, 612, 618, 798, 1121, 1182, 1328, 1395, 1576, 1756, 1941]","[15, 20, 93, 125, 247, 282, 356, 530, 566, 612, 618, 798, 1121, 1182, 1328, 1395, 1576, 1756, 1941]","[15, 20, 93, 125, 247, 282, 356, 530, 566, 612, 618, 798, 1121, 1182, 1328, 1395, 1576, 1756, 1941, 8]",1,1,[8],2
445,1,5,"[4, 70, 176, 322, 350, 388, 395, 532, 542, 566, 742, 767, 861, 930, 1132, 1230, 1334, 1367, 2058, 2159]","[4, 70, 350, 388, 395, 532, 542, 742, 767, 861, 930, 1132, 1230, 1334, 1367, 2058, 2159]","[4, 70, 350, 388, 395, 532, 542, 742, 767, 861, 930, 1132, 1230, 1334, 1367, 2058, 2159, 643]",3,1,[643],0
445,3,5,"[4, 70, 176, 322, 350, 388, 395, 532, 542, 566, 742, 767, 861, 930, 1132, 1230, 1334, 1367, 2058, 2159]","[70, 176, 322, 350, 388, 395, 532, 542, 566, 742, 767, 861, 930, 1132, 1334, 1367, 2058, 2159]","[70, 176, 322, 350, 388, 395, 532, 542, 566, 742, 767, 861, 930, 1132, 1334, 1367, 2058, 2159, 854]",2,1,[854],0
445,5,9,"[4, 70, 176, 322, 350, 388, 395, 532, 542, 566, 742, 767, 861, 930, 1132, 1230, 1334, 1367, 2058, 2159]","[4, 70, 176, 322, 350, 388, 395, 532, 542, 566, 767, 861, 930, 1132, 1230, 1334, 1367, 2058, 2159]","[4, 70, 176, 322, 350, 388, 395, 532, 542, 566, 767, 861, 930, 1132, 1230, 1334, 1367, 2058, 2159, 814]",1,1,[814],2
445,7,8,"[4, 70, 176, 322, 350, 388, 395, 532, 542, 566, 742, 767, 861, 930, 1132, 1230, 1334, 1367, 2058, 2159]","[70, 176, 322, 350, 388, 395, 532, 542, 566, 742, 767, 861, 930, 1132, 1230, 1334, 1367, 2058, 2159]","[70, 176, 322, 350, 388, 395, 532, 542, 566, 742, 767, 861, 930, 1132, 1230, 1334, 1367, 2058, 2159, 3276]",1,1,[3276],2
451,1,8,"[18, 20, 86, 89, 152, 176, 219, 554, 1466, 1536, 1560, 1565, 1575, 1584, 1592, 1652, 2229, 2307, 2311, 2525]","[18, 86, 89, 176, 554, 1466, 1536, 1560, 1565, 1575, 1584, 1592, 1652, 2229, 2307, 2311, 2525]","[18, 86, 89, 176, 554, 1466, 1536, 1560, 1565, 1575, 1584, 1592, 1652, 2229, 2307, 2311, 2525, 2378]",3,1,[2378],0
451,3,7,"[18, 20, 86, 89, 152, 176, 219, 554, 1466, 1536, 1560, 1565, 1575, 1584, 1592, 1652, 2229, 2307, 2311, 2525]","[18, 20, 86, 89, 152, 176, 554, 1466, 1560, 1565, 1575, 1584, 1592, 1652, 2229, 2307, 2311, 2525]","[18, 20, 86, 89, 152, 176, 554, 1466, 1560, 1565, 1575, 1584, 1592, 1652, 2229, 2307, 2311, 2525, 2574]",2,1,[2574],0
451,5,7,"[18, 20, 86, 89, 152, 176, 219, 554, 1466, 1536, 1560, 1565, 1575, 1584, 1592, 1652, 2229, 2307, 2311, 2525]","[18, 20, 89, 176, 219, 554, 1466, 1536, 1560, 1575, 1584, 1592, 1652, 2229, 2307, 2311, 2525]","[18, 20, 89, 176, 219, 554, 1466, 1536, 1560, 1575, 1584, 1592, 1652, 2229, 2307, 2311, 2525, 125]",3,1,[125],0
451,7,9,"[18, 20, 86, 89, 152, 176, 219, 554, 1466, 1536, 1560, 1565, 1575, 1584, 1592, 1652, 2229, 2307, 2311, 2525]","[18, 20, 86, 89, 176, 219, 554, 1466, 1536, 1560, 1565, 1575, 1584, 1592, 1652, 2229, 2307, 2311, 2525]","[18, 20, 86, 89, 176, 219, 554, 1466, 1536, 1560, 1565, 1575, 1584, 1592, 1652, 2229, 2307, 2311, 2525, 432]",1,1,[432],2
452,1,3,"[52, 60, 92, 105, 129, 147, 152, 165, 194, 329, 461, 490, 512, 591, 777, 1085, 1135, 1143, 1440, 2471]","[52, 60, 105, 129, 147, 152, 165, 329, 461, 490, 1085, 1135, 1143, 1440, 2471]","[52, 60, 105, 129, 147, 152, 165, 329, 461, 490, 1085, 1135, 1143, 1440, 2471, 164]",5,1,[164],0
452,3,5,"[52, 60, 92, 105, 129, 147, 152, 165, 194, 329, 461, 490, 512, 591, 777, 1085, 1135, 1143, 1440, 2471]","[52, 60, 105, 129, 147, 152, 165, 194, 329, 461, 490, 512, 591, 777, 1085, 1440, 2471]","[52, 60, 105, 129, 147, 152, 165, 194, 329, 461, 490, 512, 591, 777, 1085, 1440, 2471, 1688]",3,1,[1688],0
452,5,6,"[52, 60, 92, 105, 129, 147, 152, 165, 194, 329, 461, 490, 512, 591, 777, 1085, 1135, 1143, 1440, 2471]","[52, 92, 105, 129, 147, 152, 165, 194, 461, 490, 512, 591, 777, 1085, 1135, 1143, 1440, 2471]","[52, 92, 105, 129, 147, 152, 165, 194, 461, 490, 512, 591, 777, 1085, 1135, 1143, 1440, 2471, 460]",2,1,[460],0
452,7,8,"[52, 60, 92, 105, 129, 147, 152, 165, 194, 329, 461, 490, 512, 591, 777, 1085, 1135, 1143, 1440, 2471]","[52, 60, 105, 129, 147, 152, 165, 329, 461, 490, 512, 591, 777, 1085, 1135, 1143, 1440, 2471]","[52, 60, 105, 129, 147, 152, 165, 329, 461, 490, 512, 591, 777, 1085, 1135, 1143, 1440, 2471, 910]",2,1,[910],0
453,1,5,"[93, 161, 187, 238, 327, 421, 523, 526, 688, 715, 1103, 1217, 1400, 1467, 1513, 1602, 1852, 1888, 1963, 2419]","[238, 327, 421, 523, 526, 688, 1103, 1217, 1400, 1513, 1602, 1852, 1888, 1963, 2419]","[238, 327, 421, 523, 526, 688, 1103, 1217, 1400, 1513, 1602, 1852, 1888, 1963, 2419, 1110]",5,1,[1110],0
453,3,6,"[93, 161, 187, 238, 327, 421, 523, 526, 688, 715, 1103, 1217, 1400, 1467, 1513, 1602, 1852, 1888, 1963, 2419]","[161, 187, 238, 327, 421, 523, 526, 688, 1103, 1217, 1400, 1467, 1513, 1602, 1852, 1888, 1963, 2419]","[161, 187, 238, 327, 421, 523, 526, 688, 1103, 1217, 1400, 1467, 1513, 1602, 1852, 1888, 1963, 2419, 16]",2,1,[16],0
453,5,5,"[93, 161, 187, 238, 327, 421, 523, 526, 688, 715, 1103, 1217, 1400, 1467, 1513, 1602, 1852, 1888, 1963, 2419]","[93, 161, 238, 327, 421, 523, 526, 688, 715, 1103, 1217, 1400, 1467, 1513, 1602, 1852, 1888, 1963, 2419]","[93, 161, 238, 327, 421, 523, 526, 688, 715, 1103, 1217, 1400, 1467, 1513, 1602, 1852, 1888, 1963, 2419, 532]",1,1,[532],2
453,7,6,"[93, 161, 187, 238, 327, 421, 523, 526, 688, 715, 1103, 1217, 1400, 1467, 1513, 1602, 1852, 1888, 1963, 2419]","[93, 161, 187, 238, 327, 421, 523, 688, 715, 1103, 1217, 1400, 1467, 1513, 1602, 1852, 1888, 1963, 2419]","[93, 161, 187, 238, 327, 421, 523, 688, 715, 1103, 1217, 1400, 1467, 1513, 1602, 1852, 1888, 1963, 2419, 276]",1,1,[276],2
454,1,7,"[47, 114, 156, 252, 274, 291, 542, 615, 676, 693, 716, 794, 865, 866, 1035, 1051, 1281, 1567, 1597, 2280]","[114, 274, 291, 542, 615, 676, 693, 716, 794, 865, 866, 1035, 1051, 1281, 1567, 1597, 2280]","[114, 274, 291, 542, 615, 676, 693, 716, 794, 865, 866, 1035, 1051, 1281, 1567, 1597, 2280, 738]",3,1,[738],0
454,3,7,"[47, 114, 156, 252, 274, 291, 542, 615, 676, 693, 716, 794, 865, 866, 1035, 1051, 1281, 1567, 1597, 2280]","[114, 156, 252, 274, 291, 542, 615, 693, 716, 794, 865, 866, 1035, 1051, 1281, 1567, 1597, 2280]","[114, 156, 252, 274, 291, 542, 615, 693, 716, 794, 865, 866, 1035, 1051, 1281, 1567, 1597, 2280, 386]",2,1,[386],0
454,5,7,"[47, 114, 156, 252, 274, 291, 542, 615, 676, 693, 716, 794, 865, 866, 1035, 1051, 1281, 1567, 1597, 2280]","[47, 114, 156, 252, 274, 291, 542, 615, 676, 693, 716, 794, 865, 866, 1035, 1051, 1281, 1597, 2280]","[47, 114, 156, 252, 274, 291, 542, 615, 676, 693, 716, 794, 865, 866, 1035, 1051, 1281, 1597, 2280, 756]",1,1,[756],2
454,7,4,"[47, 114, 156, 252, 274, 291, 542, 615, 676, 693, 716, 794, 865, 866, 1035, 1051, 1281, 1567, 1597, 2280]","[47, 114, 156, 252, 274, 291, 542, 615, 676, 693, 716, 794, 865, 1035, 1051, 1281, 1567, 1597, 2280]","[47, 114, 156, 252, 274, 291, 542, 615, 676, 693, 716, 794, 865, 1035, 1051, 1281, 1567, 1597, 2280, 715]",1,1,[715],2
456,1,9,"[61, 125, 152, 196, 586, 604, 634, 645, 656, 663, 703, 749, 795, 862, 926, 976, 1001, 1477, 1529, 1754]","[61, 125, 152, 196, 586, 634, 656, 663, 749, 795, 862, 926, 1001, 1477, 1529, 1754]","[61, 125, 152, 196, 586, 634, 656, 663, 749, 795, 862, 926, 1001, 1477, 1529, 1754, 624]",4,1,[624],0
456,3,8,"[61, 125, 152, 196, 586, 604, 634, 645, 656, 663, 703, 749, 795, 862, 926, 976, 1001, 1477, 1529, 1754]","[61, 152, 196, 586, 604, 645, 656, 703, 749, 862, 926, 976, 1001, 1477, 1529, 1754]","[61, 152, 196, 586, 604, 645, 656, 703, 749, 862, 926, 976, 1001, 1477, 1529, 1754, 278]",4,1,[278],0
456,5,5,"[61, 125, 152, 196, 586, 604, 634, 645, 656, 663, 703, 749, 795, 862, 926, 976, 1001, 1477, 1529, 1754]","[61, 125, 152, 196, 586, 604, 645, 656, 663, 703, 749, 795, 926, 976, 1001, 1477, 1529, 1754]","[61, 125, 152, 196, 586, 604, 645, 656, 663, 703, 749, 795, 926, 976, 1001, 1477, 1529, 1754, 1469]",2,1,[1469],0
456,7,7,"[61, 125, 152, 196, 586, 604, 634, 645, 656, 663, 703, 749, 795, 862, 926, 976, 1001, 1477, 1529, 1754]","[61, 125, 152, 196, 586, 604, 634, 645, 656, 703, 749, 795, 862, 926, 976, 1001, 1477, 1529, 1754]","[61, 125, 152, 196, 586, 604, 634, 645, 656, 703, 749, 795, 862, 926, 976, 1001, 1477, 1529, 1754, 715]",1,1,[715],2
457,1,7,"[124, 306, 357, 367, 397, 433, 442, 510, 515, 543, 766, 800, 809, 892, 910, 1420, 1744, 2156, 2482, 3157]","[124, 306, 357, 367, 397, 433, 442, 515, 766, 800, 809, 892, 910, 1420, 1744, 2156, 2482]","[124, 306, 357, 367, 397, 433, 442, 515, 766, 800, 809, 892, 910, 1420, 1744, 2156, 2482, 1257]",3,1,[1257],0
457,3,4,"[124, 306, 357, 367, 397, 433, 442, 510, 515, 543, 766, 800, 809, 892, 910, 1420, 1744, 2156, 2482, 3157]","[124, 306, 357, 397, 433, 442, 510, 515, 543, 766, 800, 809, 892, 910, 1420, 1744, 2156, 2482, 3157]","[124, 306, 357, 397, 433, 442, 510, 515, 543, 766, 800, 809, 892, 910, 1420, 1744, 2156, 2482, 3157, 273]",1,1,[273],2
457,5,8,"[124, 306, 357, 367, 397, 433, 442, 510, 515, 543, 766, 800, 809, 892, 910, 1420, 1744, 2156, 2482, 3157]","[124, 306, 357, 367, 397, 433, 442, 510, 515, 543, 766, 800, 809, 892, 910, 1420, 1744, 2156, 2482]","[124, 306, 357, 367, 397, 433, 442, 510, 515, 543, 766, 800, 809, 892, 910, 1420, 1744, 2156, 2482, 105]",1,1,[105],2
457,7,5,"[124, 306, 357, 367, 397, 433, 442, 510, 515, 543, 766, 800, 809, 892, 910, 1420, 1744, 2156, 2482, 3157]","[124, 306, 367, 397, 433, 442, 510, 515, 543, 766, 800, 809, 892, 910, 1420, 1744, 2156, 2482, 3157]","[124, 306, 367, 397, 433, 442, 510, 515, 543, 766, 800, 809, 892, 910, 1420, 1744, 2156, 2482, 3157, 895]",1,1,[895],2
