user_id,target_pos,inclusion_pos,original_interactions,exclusion_interactions,inclusion_interactions,length_exclusion_cfs,length_inclusion_cfs,inclusion_removed_items,category
953,5,8,"[22, 47, 52, 93, 135, 172, 211, 244, 370, 432, 610, 670, 742, 987, 1012, 1167, 1529, 1546, 1611, 1713]","[22, 47, 52, 93, 135, 172, 211, 370, 432, 610, 670, 742, 987, 1012, 1167, 1529, 1546, 1611, 1713]","[22, 47, 52, 93, 135, 172, 211, 370, 432, 610, 670, 742, 987, 1012, 1167, 1529, 1546, 1611, 1713, 3322]",1,1,[3322],2
953,7,8,"[22, 47, 52, 93, 135, 172, 211, 244, 370, 432, 610, 670, 742, 987, 1012, 1167, 1529, 1546, 1611, 1713]","[22, 47, 52, 93, 135, 172, 211, 244, 432, 610, 670, 742, 987, 1012, 1167, 1529, 1546, 1611, 1713]","[22, 47, 52, 93, 135, 172, 211, 244, 432, 610, 670, 742, 987, 1012, 1167, 1529, 1546, 1611, 1713, 3706]",1,1,[3706],2
954,1,3,"[21, 23, 79, 111, 184, 230, 316, 332, 454, 500, 530, 532, 566, 674, 906, 1201, 1286, 1463, 1980, 2154]","[21, 23, 79, 111, 184, 230, 332, 454, 500, 530, 532, 566, 674, 906, 1201, 1286, 1463, 1980]","[21, 23, 79, 111, 184, 230, 332, 454, 500, 530, 532, 566, 674, 906, 1201, 1286, 1463, 1980, 3624]",2,1,[3624],0
954,3,5,"[21, 23, 79, 111, 184, 230, 316, 332, 454, 500, 530, 532, 566, 674, 906, 1201, 1286, 1463, 1980, 2154]","[21, 23, 111, 184, 230, 316, 332, 454, 500, 530, 532, 566, 674, 906, 1201, 1463, 1980, 2154]","[21, 23, 111, 184, 230, 316, 332, 454, 500, 530, 532, 566, 674, 906, 1201, 1463, 1980, 2154, 3177]",2,1,[3177],0
954,5,6,"[21, 23, 79, 111, 184, 230, 316, 332, 454, 500, 530, 532, 566, 674, 906, 1201, 1286, 1463, 1980, 2154]","[21, 23, 79, 111, 230, 316, 332, 454, 500, 530, 532, 566, 674, 906, 1201, 1286, 1463, 1980, 2154]","[21, 23, 79, 111, 230, 316, 332, 454, 500, 530, 532, 566, 674, 906, 1201, 1286, 1463, 1980, 2154, 3616]",1,1,[3616],2
954,7,8,"[21, 23, 79, 111, 184, 230, 316, 332, 454, 500, 530, 532, 566, 674, 906, 1201, 1286, 1463, 1980, 2154]","[23, 79, 111, 184, 230, 316, 332, 454, 500, 530, 532, 566, 674, 906, 1201, 1286, 1463, 1980, 2154]","[23, 79, 111, 184, 230, 316, 332, 454, 500, 530, 532, 566, 674, 906, 1201, 1286, 1463, 1980, 2154, 3492]",1,1,[3492],2
955,1,5,"[39, 92, 126, 138, 204, 229, 277, 289, 323, 405, 663, 725, 800, 969, 1472, 1620, 1754, 1844, 1940, 2837]","[92, 126, 138, 204, 229, 277, 289, 323, 405, 725, 800, 969, 1472, 1620, 1754, 1844, 1940, 2837]","[92, 126, 138, 204, 229, 277, 289, 323, 405, 725, 800, 969, 1472, 1620, 1754, 1844, 1940, 2837, 3557]",2,1,[3557],0
955,3,8,"[39, 92, 126, 138, 204, 229, 277, 289, 323, 405, 663, 725, 800, 969, 1472, 1620, 1754, 1844, 1940, 2837]","[39, 126, 204, 229, 277, 289, 323, 405, 663, 725, 800, 969, 1472, 1620, 1754, 1844, 1940, 2837]","[39, 126, 204, 229, 277, 289, 323, 405, 663, 725, 800, 969, 1472, 1620, 1754, 1844, 1940, 2837, 3566]",2,1,[3566],0
955,5,5,"[39, 92, 126, 138, 204, 229, 277, 289, 323, 405, 663, 725, 800, 969, 1472, 1620, 1754, 1844, 1940, 2837]","[39, 92, 126, 138, 204, 229, 277, 289, 323, 663, 725, 800, 969, 1472, 1620, 1754, 1844, 1940, 2837]","[39, 92, 126, 138, 204, 229, 277, 289, 323, 663, 725, 800, 969, 1472, 1620, 1754, 1844, 1940, 2837, 3592]",1,1,[3592],2
955,7,6,"[39, 92, 126, 138, 204, 229, 277, 289, 323, 405, 663, 725, 800, 969, 1472, 1620, 1754, 1844, 1940, 2837]","[39, 126, 138, 204, 229, 277, 289, 323, 405, 663, 725, 800, 969, 1472, 1620, 1754, 1844, 1940, 2837]","[39, 126, 138, 204, 229, 277, 289, 323, 405, 663, 725, 800, 969, 1472, 1620, 1754, 1844, 1940, 2837, 3586]",1,1,[3586],2
956,1,6,"[26, 27, 45, 65, 135, 185, 438, 604, 709, 1009, 1242, 1279, 1290, 1312, 1576, 1632, 1892, 2044, 2162, 2524]","[27, 45, 65, 135, 185, 438, 604, 1009, 1242, 1279, 1290, 1312, 1632, 1892, 2162, 2524]","[27, 45, 65, 135, 185, 438, 604, 1009, 1242, 1279, 1290, 1312, 1632, 1892, 2162, 2524, 3706]",4,1,[3706],0
956,3,7,"[26, 27, 45, 65, 135, 185, 438, 604, 709, 1009, 1242, 1279, 1290, 1312, 1576, 1632, 1892, 2044, 2162, 2524]","[27, 45, 65, 135, 185, 604, 709, 1242, 1279, 1290, 1312, 1632, 1892, 2044, 2162, 2524]","[27, 45, 65, 135, 185, 604, 709, 1242, 1279, 1290, 1312, 1632, 1892, 2044, 2162, 2524, 3507]",4,1,[3507],0
956,5,6,"[26, 27, 45, 65, 135, 185, 438, 604, 709, 1009, 1242, 1279, 1290, 1312, 1576, 1632, 1892, 2044, 2162, 2524]","[26, 27, 45, 65, 135, 185, 438, 604, 709, 1009, 1242, 1279, 1312, 1576, 1632, 1892, 2044, 2162, 2524]","[26, 27, 45, 65, 135, 185, 438, 604, 709, 1009, 1242, 1279, 1312, 1576, 1632, 1892, 2044, 2162, 2524, 3511]",1,1,[3511],2
956,7,6,"[26, 27, 45, 65, 135, 185, 438, 604, 709, 1009, 1242, 1279, 1290, 1312, 1576, 1632, 1892, 2044, 2162, 2524]","[26, 27, 45, 65, 135, 185, 438, 604, 709, 1009, 1242, 1279, 1290, 1312, 1576, 1632, 2044, 2162, 2524]","[26, 27, 45, 65, 135, 185, 438, 604, 709, 1009, 1242, 1279, 1290, 1312, 1576, 1632, 2044, 2162, 2524, 3706]",1,1,[3706],2
957,1,6,"[13, 39, 41, 52, 55, 68, 88, 133, 165, 178, 195, 382, 432, 548, 632, 665, 1110, 1589, 1848, 2149]","[41, 52, 68, 165, 178, 195, 382, 432, 632, 665, 1589, 1848, 2149]","[41, 52, 68, 165, 178, 195, 382, 432, 632, 665, 1589, 1848, 2149, 3004]",7,1,[3004],0
957,3,9,"[13, 39, 41, 52, 55, 68, 88, 133, 165, 178, 195, 382, 432, 548, 632, 665, 1110, 1589, 1848, 2149]","[13, 39, 41, 52, 68, 133, 165, 178, 195, 382, 432, 548, 632, 665, 1110, 1589, 1848, 2149]","[13, 39, 41, 52, 68, 133, 165, 178, 195, 382, 432, 548, 632, 665, 1110, 1589, 1848, 2149, 3706]",2,1,[3706],0
957,5,7,"[13, 39, 41, 52, 55, 68, 88, 133, 165, 178, 195, 382, 432, 548, 632, 665, 1110, 1589, 1848, 2149]","[13, 39, 41, 52, 55, 68, 88, 133, 165, 178, 195, 382, 548, 632, 665, 1110, 1589, 1848, 2149]","[13, 39, 41, 52, 55, 68, 88, 133, 165, 178, 195, 382, 548, 632, 665, 1110, 1589, 1848, 2149, 3706]",1,1,[3706],2
957,7,8,"[13, 39, 41, 52, 55, 68, 88, 133, 165, 178, 195, 382, 432, 548, 632, 665, 1110, 1589, 1848, 2149]","[13, 39, 41, 52, 55, 68, 88, 133, 165, 178, 195, 382, 432, 548, 632, 665, 1110, 1848, 2149]","[13, 39, 41, 52, 55, 68, 88, 133, 165, 178, 195, 382, 432, 548, 632, 665, 1110, 1848, 2149, 3706]",1,1,[3706],2
958,1,9,"[8, 39, 106, 129, 211, 322, 351, 516, 566, 630, 1349, 1458, 1467, 1617, 1655, 2034, 2157, 2504, 2699, 2920]","[39, 106, 129, 211, 322, 630, 1349, 1458, 1467, 1617, 1655, 2034, 2157, 2504, 2699, 2920]","[39, 106, 129, 211, 322, 630, 1349, 1458, 1467, 1617, 1655, 2034, 2157, 2504, 2699, 2920, 3148]",4,1,[3148],0
958,3,6,"[8, 39, 106, 129, 211, 322, 351, 516, 566, 630, 1349, 1458, 1467, 1617, 1655, 2034, 2157, 2504, 2699, 2920]","[8, 106, 129, 211, 322, 351, 566, 630, 1349, 1458, 1467, 1617, 1655, 2034, 2157, 2504, 2699, 2920]","[8, 106, 129, 211, 322, 351, 566, 630, 1349, 1458, 1467, 1617, 1655, 2034, 2157, 2504, 2699, 2920, 3578]",2,1,[3578],0
958,5,6,"[8, 39, 106, 129, 211, 322, 351, 516, 566, 630, 1349, 1458, 1467, 1617, 1655, 2034, 2157, 2504, 2699, 2920]","[8, 106, 211, 322, 351, 516, 566, 630, 1349, 1458, 1467, 1617, 1655, 2034, 2157, 2504, 2699, 2920]","[8, 106, 211, 322, 351, 516, 566, 630, 1349, 1458, 1467, 1617, 1655, 2034, 2157, 2504, 2699, 2920, 3706]",2,1,[3706],0
958,7,2,"[8, 39, 106, 129, 211, 322, 351, 516, 566, 630, 1349, 1458, 1467, 1617, 1655, 2034, 2157, 2504, 2699, 2920]","[8, 106, 129, 211, 322, 351, 516, 566, 630, 1349, 1458, 1467, 1617, 1655, 2034, 2157, 2504, 2699, 2920]","[8, 106, 129, 211, 322, 351, 516, 566, 630, 1349, 1458, 1467, 1617, 1655, 2034, 2157, 2504, 2699, 2920, 3451]",1,1,[3451],2
959,1,8,"[28, 61, 65, 86, 92, 129, 152, 167, 239, 268, 397, 520, 670, 859, 881, 896, 1059, 1366, 1879, 2142]","[28, 61, 65, 86, 92, 129, 152, 239, 268, 397, 520, 670, 859, 881, 1059, 1366, 2142]","[28, 61, 65, 86, 92, 129, 152, 239, 268, 397, 520, 670, 859, 881, 1059, 1366, 2142, 3475, 3628, 3622]",3,3,[3475 3622 3628],2
959,3,9,"[28, 61, 65, 86, 92, 129, 152, 167, 239, 268, 397, 520, 670, 859, 881, 896, 1059, 1366, 1879, 2142]","[61, 65, 86, 92, 152, 167, 397, 520, 670, 859, 881, 896, 1059, 1366, 1879, 2142]","[61, 65, 86, 92, 152, 167, 397, 520, 670, 859, 881, 896, 1059, 1366, 1879, 2142, 3641]",4,1,[3641],0
959,5,8,"[28, 61, 65, 86, 92, 129, 152, 167, 239, 268, 397, 520, 670, 859, 881, 896, 1059, 1366, 1879, 2142]","[28, 61, 65, 86, 129, 152, 167, 239, 268, 397, 520, 670, 859, 881, 896, 1059, 1366, 1879, 2142]","[28, 61, 65, 86, 129, 152, 167, 239, 268, 397, 520, 670, 859, 881, 896, 1059, 1366, 1879, 2142, 3706]",1,1,[3706],2
959,7,7,"[28, 61, 65, 86, 92, 129, 152, 167, 239, 268, 397, 520, 670, 859, 881, 896, 1059, 1366, 1879, 2142]","[28, 61, 65, 86, 92, 152, 167, 239, 268, 397, 520, 670, 859, 881, 896, 1059, 1366, 1879, 2142]","[28, 61, 65, 86, 92, 152, 167, 239, 268, 397, 520, 670, 859, 881, 896, 1059, 1366, 1879, 2142, 3706]",1,1,[3706],2
960,1,3,"[5, 93, 167, 256, 289, 370, 436, 438, 439, 446, 463, 480, 502, 552, 807, 826, 896, 1119, 1227, 3204]","[93, 167, 256, 289, 370, 436, 438, 439, 463, 480, 552, 807, 826, 896, 1119, 1227, 3204]","[93, 167, 256, 289, 370, 436, 438, 439, 463, 480, 552, 807, 826, 896, 1119, 1227, 3204, 3706]",3,1,[3706],0
960,3,5,"[5, 93, 167, 256, 289, 370, 436, 438, 439, 446, 463, 480, 502, 552, 807, 826, 896, 1119, 1227, 3204]","[5, 93, 167, 370, 436, 438, 439, 446, 463, 480, 502, 552, 807, 826, 896, 1119, 1227, 3204]","[5, 93, 167, 370, 436, 438, 439, 446, 463, 480, 502, 552, 807, 826, 896, 1119, 1227, 3204, 2999]",2,1,[2999],0
960,5,5,"[5, 93, 167, 256, 289, 370, 436, 438, 439, 446, 463, 480, 502, 552, 807, 826, 896, 1119, 1227, 3204]","[5, 256, 289, 370, 436, 438, 439, 446, 463, 480, 502, 552, 807, 826, 896, 1119, 1227, 3204]","[5, 256, 289, 370, 436, 438, 439, 446, 463, 480, 502, 552, 807, 826, 896, 1119, 1227, 3204, 3623]",2,1,[3623],0
960,7,6,"[5, 93, 167, 256, 289, 370, 436, 438, 439, 446, 463, 480, 502, 552, 807, 826, 896, 1119, 1227, 3204]","[5, 93, 167, 256, 289, 370, 436, 438, 439, 463, 480, 502, 552, 807, 826, 896, 1119, 1227, 3204]","[5, 93, 167, 256, 289, 370, 436, 438, 439, 463, 480, 502, 552, 807, 826, 896, 1119, 1227, 3204, 3706]",1,1,[3706],2
963,1,7,"[43, 58, 137, 270, 281, 336, 380, 562, 694, 792, 808, 812, 875, 1424, 1460, 1544, 1625, 2092, 2154, 2492]","[58, 270, 281, 336, 380, 694, 792, 808, 875, 1424, 1460, 1544, 1625, 2092, 2154, 2492]","[58, 270, 281, 336, 380, 694, 792, 808, 875, 1424, 1460, 1544, 1625, 2092, 2154, 2492, 3682]",4,1,[3682],0
963,3,7,"[43, 58, 137, 270, 281, 336, 380, 562, 694, 792, 808, 812, 875, 1424, 1460, 1544, 1625, 2092, 2154, 2492]","[43, 58, 137, 270, 281, 336, 380, 694, 808, 812, 875, 1424, 1460, 1544, 1625, 2092, 2154, 2492]","[43, 58, 137, 270, 281, 336, 380, 694, 808, 812, 875, 1424, 1460, 1544, 1625, 2092, 2154, 2492, 3603]",2,1,[3603],0
963,5,9,"[43, 58, 137, 270, 281, 336, 380, 562, 694, 792, 808, 812, 875, 1424, 1460, 1544, 1625, 2092, 2154, 2492]","[43, 58, 137, 270, 281, 336, 380, 562, 694, 792, 808, 812, 875, 1424, 1460, 1544, 2092, 2154]","[43, 58, 137, 270, 281, 336, 380, 562, 694, 792, 808, 812, 875, 1424, 1460, 1544, 2092, 2154, 3621]",2,1,[3621],0
963,7,9,"[43, 58, 137, 270, 281, 336, 380, 562, 694, 792, 808, 812, 875, 1424, 1460, 1544, 1625, 2092, 2154, 2492]","[43, 58, 137, 270, 281, 380, 562, 694, 792, 808, 812, 875, 1424, 1460, 1544, 1625, 2092, 2154, 2492]","[43, 58, 137, 270, 281, 380, 562, 694, 792, 808, 812, 875, 1424, 1460, 1544, 1625, 2092, 2154, 2492, 3625]",1,1,[3625],2
966,1,8,"[52, 104, 107, 129, 352, 356, 367, 373, 480, 918, 1032, 1534, 1872, 1944, 1974, 2162, 2517, 2605, 2787, 2908]","[52, 104, 129, 352, 373, 918, 1032, 1534, 1944, 1974, 2162, 2517, 2605, 2908]","[52, 104, 129, 352, 373, 918, 1032, 1534, 1944, 1974, 2162, 2517, 2605, 2908, 2799]",6,1,[2799],0
966,3,6,"[52, 104, 107, 129, 352, 356, 367, 373, 480, 918, 1032, 1534, 1872, 1944, 1974, 2162, 2517, 2605, 2787, 2908]","[52, 129, 352, 356, 367, 373, 480, 1032, 1534, 1872, 1944, 1974, 2162, 2517, 2605, 2787, 2908]","[52, 129, 352, 356, 367, 373, 480, 1032, 1534, 1872, 1944, 1974, 2162, 2517, 2605, 2787, 2908, 3538]",3,1,[3538],0
966,5,5,"[52, 104, 107, 129, 352, 356, 367, 373, 480, 918, 1032, 1534, 1872, 1944, 1974, 2162, 2517, 2605, 2787, 2908]","[52, 104, 107, 129, 352, 356, 367, 373, 480, 1032, 1534, 1872, 1944, 1974, 2162, 2517, 2605, 2787, 2908]","[52, 104, 107, 129, 352, 356, 367, 373, 480, 1032, 1534, 1872, 1944, 1974, 2162, 2517, 2605, 2787, 2908, 3706]",1,1,[3706],2
966,7,9,"[52, 104, 107, 129, 352, 356, 367, 373, 480, 918, 1032, 1534, 1872, 1944, 1974, 2162, 2517, 2605, 2787, 2908]","[52, 107, 129, 352, 356, 373, 480, 918, 1032, 1534, 1872, 1944, 1974, 2162, 2517, 2605, 2787, 2908]","[52, 107, 129, 352, 356, 373, 480, 918, 1032, 1534, 1872, 1944, 1974, 2162, 2517, 2605, 2787, 2908, 3536]",2,1,[3536],0
970,1,8,"[524, 895, 926, 1068, 1086, 1374, 1420, 1884, 1927, 1954, 2083, 2100, 2125, 2169, 2176, 2412, 2781, 2784, 2963, 2989]","[524, 895, 926, 1086, 1374, 1420, 1884, 1927, 2083, 2125, 2176, 2412, 2781, 2963, 2989]","[524, 895, 926, 1086, 1374, 1420, 1884, 1927, 2083, 2125, 2176, 2412, 2781, 2963, 2989, 3535]",5,1,[3535],0
970,3,8,"[524, 895, 926, 1068, 1086, 1374, 1420, 1884, 1927, 1954, 2083, 2100, 2125, 2169, 2176, 2412, 2781, 2784, 2963, 2989]","[1068, 1086, 1374, 1884, 1927, 1954, 2083, 2125, 2169, 2176, 2412, 2781, 2784, 2963, 2989]","[1068, 1086, 1374, 1884, 1927, 1954, 2083, 2125, 2169, 2176, 2412, 2781, 2784, 2963, 2989, 3436]",5,1,[3436],0
970,5,4,"[524, 895, 926, 1068, 1086, 1374, 1420, 1884, 1927, 1954, 2083, 2100, 2125, 2169, 2176, 2412, 2781, 2784, 2963, 2989]","[524, 895, 926, 1068, 1086, 1420, 1884, 1954, 2083, 2100, 2125, 2169, 2176, 2412, 2781, 2784, 2963, 2989]","[524, 895, 926, 1068, 1086, 1420, 1884, 1954, 2083, 2100, 2125, 2169, 2176, 2412, 2781, 2784, 2963, 2989, 3706]",2,1,[3706],0
970,7,7,"[524, 895, 926, 1068, 1086, 1374, 1420, 1884, 1927, 1954, 2083, 2100, 2125, 2169, 2176, 2412, 2781, 2784, 2963, 2989]","[524, 895, 926, 1068, 1086, 1420, 1884, 1927, 1954, 2083, 2100, 2125, 2169, 2176, 2412, 2781, 2784, 2963, 2989]","[524, 895, 926, 1068, 1086, 1420, 1884, 1927, 1954, 2083, 2100, 2125, 2169, 2176, 2412, 2781, 2784, 2963, 2989, 3706]",1,1,[3706],2
971,1,8,"[59, 132, 168, 176, 188, 425, 556, 652, 679, 721, 777, 878, 1029, 1038, 1154, 1159, 1180, 1809, 2366, 2656]","[59, 132, 168, 176, 425, 556, 652, 721, 777, 878, 1029, 1038, 1154, 1159, 1180, 1809, 2366, 2656]","[59, 132, 168, 176, 425, 556, 652, 721, 777, 878, 1029, 1038, 1154, 1159, 1180, 1809, 2366, 2656, 3504]",2,1,[3504],0
971,3,8,"[59, 132, 168, 176, 188, 425, 556, 652, 679, 721, 777, 878, 1029, 1038, 1154, 1159, 1180, 1809, 2366, 2656]","[59, 132, 176, 188, 425, 556, 652, 679, 721, 777, 878, 1029, 1038, 1154, 1159, 1180, 1809, 2366, 2656]","[59, 132, 176, 188, 425, 556, 652, 679, 721, 777, 878, 1029, 1038, 1154, 1159, 1180, 1809, 2366, 2656, 3344]",1,1,[3344],2
971,5,5,"[59, 132, 168, 176, 188, 425, 556, 652, 679, 721, 777, 878, 1029, 1038, 1154, 1159, 1180, 1809, 2366, 2656]","[59, 132, 176, 188, 425, 556, 652, 679, 721, 777, 878, 1029, 1038, 1154, 1159, 1180, 1809, 2366, 2656]","[59, 132, 176, 188, 425, 556, 652, 679, 721, 777, 878, 1029, 1038, 1154, 1159, 1180, 1809, 2366, 2656, 3674]",1,1,[3674],2
971,7,6,"[59, 132, 168, 176, 188, 425, 556, 652, 679, 721, 777, 878, 1029, 1038, 1154, 1159, 1180, 1809, 2366, 2656]","[59, 168, 176, 188, 425, 556, 652, 679, 721, 777, 878, 1029, 1038, 1154, 1159, 1180, 1809, 2366, 2656]","[59, 168, 176, 188, 425, 556, 652, 679, 721, 777, 878, 1029, 1038, 1154, 1159, 1180, 1809, 2366, 2656, 3706]",1,1,[3706],2
973,1,8,"[2, 85, 125, 190, 278, 386, 399, 473, 475, 529, 558, 647, 705, 718, 720, 888, 905, 1527, 2158, 2869]","[2, 85, 125, 278, 399, 473, 475, 558, 647, 705, 718, 720, 888, 1527, 2158, 2869]","[2, 85, 125, 278, 399, 473, 475, 558, 647, 705, 718, 720, 888, 1527, 2158, 2869, 3513]",4,1,[3513],0
973,3,9,"[2, 85, 125, 190, 278, 386, 399, 473, 475, 529, 558, 647, 705, 718, 720, 888, 905, 1527, 2158, 2869]","[2, 85, 125, 278, 399, 473, 475, 529, 558, 647, 705, 718, 720, 888, 905, 1527, 2158, 2869]","[2, 85, 125, 278, 399, 473, 475, 529, 558, 647, 705, 718, 720, 888, 905, 1527, 2158, 2869, 3630]",2,1,[3630],0
973,5,3,"[2, 85, 125, 190, 278, 386, 399, 473, 475, 529, 558, 647, 705, 718, 720, 888, 905, 1527, 2158, 2869]","[2, 85, 125, 190, 278, 386, 475, 529, 558, 647, 705, 718, 720, 888, 905, 1527, 2158, 2869]","[2, 85, 125, 190, 278, 386, 475, 529, 558, 647, 705, 718, 720, 888, 905, 1527, 2158, 2869, 3705]",2,1,[3705],0
973,7,7,"[2, 85, 125, 190, 278, 386, 399, 473, 475, 529, 558, 647, 705, 718, 720, 888, 905, 1527, 2158, 2869]","[125, 190, 278, 386, 399, 473, 475, 529, 558, 647, 705, 718, 720, 888, 905, 1527, 2158, 2869]","[125, 190, 278, 386, 399, 473, 475, 529, 558, 647, 705, 718, 720, 888, 905, 1527, 2158, 2869, 3376]",2,1,[3376],0
975,1,9,"[82, 87, 373, 455, 500, 664, 791, 862, 877, 917, 926, 991, 1332, 1457, 1564, 1567, 1584, 1616, 2040, 3379]","[82, 87, 373, 455, 500, 664, 862, 877, 917, 926, 991, 1332, 1457, 1564, 1584, 1616, 2040, 3379]","[82, 87, 373, 455, 500, 664, 862, 877, 917, 926, 991, 1332, 1457, 1564, 1584, 1616, 2040, 3379, 3560]",2,1,[3560],0
975,3,6,"[82, 87, 373, 455, 500, 664, 791, 862, 877, 917, 926, 991, 1332, 1457, 1564, 1567, 1584, 1616, 2040, 3379]","[373, 455, 500, 664, 791, 862, 877, 917, 926, 991, 1332, 1457, 1564, 1567, 1584, 1616, 2040, 3379]","[373, 455, 500, 664, 791, 862, 877, 917, 926, 991, 1332, 1457, 1564, 1567, 1584, 1616, 2040, 3379, 3677]",2,1,[3677],0
975,5,9,"[82, 87, 373, 455, 500, 664, 791, 862, 877, 917, 926, 991, 1332, 1457, 1564, 1567, 1584, 1616, 2040, 3379]","[87, 373, 455, 664, 791, 862, 877, 917, 926, 991, 1332, 1457, 1564, 1567, 1584, 1616, 2040, 3379]","[87, 373, 455, 664, 791, 862, 877, 917, 926, 991, 1332, 1457, 1564, 1567, 1584, 1616, 2040, 3379, 3578]",2,1,[3578],0
975,7,5,"[82, 87, 373, 455, 500, 664, 791, 862, 877, 917, 926, 991, 1332, 1457, 1564, 1567, 1584, 1616, 2040, 3379]","[82, 87, 373, 455, 500, 664, 791, 877, 917, 926, 991, 1332, 1457, 1564, 1567, 1584, 1616, 2040, 3379]","[82, 87, 373, 455, 500, 664, 791, 877, 917, 926, 991, 1332, 1457, 1564, 1567, 1584, 1616, 2040, 3379, 3706]",1,1,[3706],2
977,1,9,"[82, 108, 243, 260, 279, 365, 377, 528, 642, 776, 857, 910, 985, 1008, 1131, 1180, 1426, 1837, 2034, 2733]","[82, 243, 260, 365, 377, 642, 776, 857, 985, 1008, 1131, 1180, 1426, 1837, 2034, 2733]","[82, 243, 260, 365, 377, 642, 776, 857, 985, 1008, 1131, 1180, 1426, 1837, 2034, 2733, 3601]",4,1,[3601],0
977,3,9,"[82, 108, 243, 260, 279, 365, 377, 528, 642, 776, 857, 910, 985, 1008, 1131, 1180, 1426, 1837, 2034, 2733]","[82, 260, 279, 365, 377, 528, 642, 776, 857, 910, 985, 1008, 1131, 1180, 1426, 1837, 2034, 2733]","[82, 260, 279, 365, 377, 528, 642, 776, 857, 910, 985, 1008, 1131, 1180, 1426, 1837, 2034, 2733, 3538, 3578]",2,2,[3538 3578],2
977,5,8,"[82, 108, 243, 260, 279, 365, 377, 528, 642, 776, 857, 910, 985, 1008, 1131, 1180, 1426, 1837, 2034, 2733]","[108, 243, 260, 279, 365, 377, 528, 642, 776, 857, 910, 985, 1008, 1131, 1180, 1426, 1837, 2034, 2733]","[108, 243, 260, 279, 365, 377, 528, 642, 776, 857, 910, 985, 1008, 1131, 1180, 1426, 1837, 2034, 2733, 3565]",1,1,[3565],2
977,7,8,"[82, 108, 243, 260, 279, 365, 377, 528, 642, 776, 857, 910, 985, 1008, 1131, 1180, 1426, 1837, 2034, 2733]","[82, 243, 260, 279, 365, 377, 528, 642, 776, 857, 910, 985, 1008, 1131, 1180, 1426, 1837, 2034, 2733]","[82, 243, 260, 279, 365, 377, 528, 642, 776, 857, 910, 985, 1008, 1131, 1180, 1426, 1837, 2034, 2733, 3600]",1,1,[3600],2
979,1,7,"[5, 24, 44, 48, 66, 125, 133, 152, 387, 407, 434, 840, 844, 896, 904, 1000, 1037, 1146, 1334, 1679]","[5, 24, 48, 66, 125, 152, 387, 407, 434, 840, 844, 896, 904, 1000, 1037, 1146, 1334, 1679]","[5, 24, 48, 66, 125, 152, 387, 407, 434, 840, 844, 896, 904, 1000, 1037, 1146, 1334, 1679, 3548]",2,1,[3548],0
979,3,8,"[5, 24, 44, 48, 66, 125, 133, 152, 387, 407, 434, 840, 844, 896, 904, 1000, 1037, 1146, 1334, 1679]","[5, 24, 44, 48, 125, 152, 387, 407, 434, 840, 844, 896, 904, 1000, 1037, 1146, 1334, 1679]","[5, 24, 44, 48, 125, 152, 387, 407, 434, 840, 844, 896, 904, 1000, 1037, 1146, 1334, 1679, 1949]",2,1,[1949],0
979,5,4,"[5, 24, 44, 48, 66, 125, 133, 152, 387, 407, 434, 840, 844, 896, 904, 1000, 1037, 1146, 1334, 1679]","[5, 24, 44, 48, 66, 125, 133, 152, 387, 407, 434, 840, 844, 896, 904, 1000, 1146, 1334, 1679]","[5, 24, 44, 48, 66, 125, 133, 152, 387, 407, 434, 840, 844, 896, 904, 1000, 1146, 1334, 1679, 3706]",1,1,[3706],2
979,7,6,"[5, 24, 44, 48, 66, 125, 133, 152, 387, 407, 434, 840, 844, 896, 904, 1000, 1037, 1146, 1334, 1679]","[24, 44, 48, 66, 125, 133, 152, 387, 407, 434, 840, 844, 896, 904, 1000, 1037, 1146, 1334, 1679]","[24, 44, 48, 66, 125, 133, 152, 387, 407, 434, 840, 844, 896, 904, 1000, 1037, 1146, 1334, 1679, 3638]",1,1,[3638],2
980,1,2,"[5, 31, 47, 59, 69, 133, 152, 527, 609, 616, 652, 796, 924, 1155, 1254, 1342, 1463, 1475, 2207, 2717]","[5, 31, 47, 59, 69, 527, 609, 652, 796, 924, 1155, 1254, 1342, 1463, 2207, 2717]","[5, 31, 47, 59, 69, 527, 609, 652, 796, 924, 1155, 1254, 1342, 1463, 2207, 2717, 3155]",4,1,[3155],0
980,3,8,"[5, 31, 47, 59, 69, 133, 152, 527, 609, 616, 652, 796, 924, 1155, 1254, 1342, 1463, 1475, 2207, 2717]","[47, 69, 133, 152, 527, 609, 616, 652, 796, 924, 1155, 1254, 1342, 1463, 1475, 2207, 2717]","[47, 69, 133, 152, 527, 609, 616, 652, 796, 924, 1155, 1254, 1342, 1463, 1475, 2207, 2717, 3622]",3,1,[3622],0
980,5,9,"[5, 31, 47, 59, 69, 133, 152, 527, 609, 616, 652, 796, 924, 1155, 1254, 1342, 1463, 1475, 2207, 2717]","[5, 47, 69, 133, 152, 527, 609, 616, 652, 796, 924, 1155, 1254, 1342, 1463, 1475, 2207, 2717]","[5, 47, 69, 133, 152, 527, 609, 616, 652, 796, 924, 1155, 1254, 1342, 1463, 1475, 2207, 2717, 3228]",2,1,[3228],0
