user_id,target_pos,target_item,original_interactions,best_interactions,cfs,len_cfs
335,5,23,"[24, 59, 64, 114, 203, 207, 214, 237, 288, 312, 598, 703, 768, 843, 1045, 1102, 1530, 1936, 2060, 2635]","[24, 59, 64, 114, 203, 214, 237, 288, 312, 598, 703, 768, 843, 1045, 1102, 1530, 1936, 2060, 2635]",[207],1
335,7,128,"[24, 59, 64, 114, 203, 207, 214, 237, 288, 312, 598, 703, 768, 843, 1045, 1102, 1530, 1936, 2060, 2635]","[24, 59, 114, 203, 207, 214, 237, 288, 312, 598, 703, 768, 843, 1045, 1102, 1530, 1936, 2060, 2635]",[64],1
337,1,156,"[31, 59, 97, 127, 189, 192, 196, 423, 515, 620, 652, 734, 744, 878, 1076, 1167, 1173, 1227, 1637, 2593]","[59, 97, 127, 192, 423, 515, 652, 734, 744, 878, 1076, 1167, 1227, 1637, 2593]","[31, 189, 196, 620, 1173]",5
337,3,606,"[31, 59, 97, 127, 189, 192, 196, 423, 515, 620, 652, 734, 744, 878, 1076, 1167, 1173, 1227, 1637, 2593]","[31, 59, 97, 127, 189, 192, 196, 423, 515, 652, 734, 744, 1076, 1167, 1227, 1637, 2593]","[620, 878, 1173]",3
337,5,63,"[31, 59, 97, 127, 189, 192, 196, 423, 515, 620, 652, 734, 744, 878, 1076, 1167, 1173, 1227, 1637, 2593]","[127, 189, 192, 196, 423, 515, 620, 652, 734, 744, 878, 1076, 1173, 1227, 1637, 2593]","[31, 59, 97, 1167]",4
337,7,61,"[31, 59, 97, 127, 189, 192, 196, 423, 515, 620, 652, 734, 744, 878, 1076, 1167, 1173, 1227, 1637, 2593]","[31, 59, 97, 189, 192, 196, 423, 515, 620, 652, 734, 744, 1076, 1167, 1173, 1227, 1637, 2593]","[127, 878]",2
338,1,756,"[14, 16, 35, 53, 94, 187, 588, 665, 667, 848, 976, 995, 1191, 1262, 1563, 1575, 1614, 1832, 2431, 2503]","[35, 94, 588, 665, 667, 848, 976, 995, 1191, 1262, 1563, 1575, 1614, 1832, 2431, 2503]","[14, 16, 53, 187]",4
338,3,218,"[14, 16, 35, 53, 94, 187, 588, 665, 667, 848, 976, 995, 1191, 1262, 1563, 1575, 1614, 1832, 2431, 2503]","[16, 35, 94, 187, 588, 667, 848, 976, 995, 1191, 1262, 1563, 1575, 1614, 1832, 2431, 2503]","[14, 53, 665]",3
338,5,98,"[14, 16, 35, 53, 94, 187, 588, 665, 667, 848, 976, 995, 1191, 1262, 1563, 1575, 1614, 1832, 2431, 2503]","[14, 53, 94, 187, 588, 665, 667, 848, 976, 995, 1191, 1262, 1563, 1575, 1614, 1832, 2431, 2503]","[16, 35]",2
338,7,715,"[14, 16, 35, 53, 94, 187, 588, 665, 667, 848, 976, 995, 1191, 1262, 1563, 1575, 1614, 1832, 2431, 2503]","[16, 35, 94, 187, 588, 665, 667, 848, 976, 995, 1191, 1262, 1563, 1575, 1614, 1832, 2431, 2503]","[14, 53]",2
339,1,168,"[4, 49, 83, 116, 125, 136, 237, 293, 359, 479, 530, 571, 701, 1071, 1099, 1544, 1629, 1765, 1914, 3071]","[83, 116, 125, 136, 237, 293, 359, 479, 530, 571, 701, 1071, 1099, 1544, 1629, 1765, 1914, 3071]","[4, 49]",2
339,3,1587,"[4, 49, 83, 116, 125, 136, 237, 293, 359, 479, 530, 571, 701, 1071, 1099, 1544, 1629, 1765, 1914, 3071]","[49, 83, 116, 125, 136, 237, 293, 359, 479, 530, 571, 701, 1071, 1099, 1544, 1629, 1765, 3071]","[4, 1914]",2
339,5,106,"[4, 49, 83, 116, 125, 136, 237, 293, 359, 479, 530, 571, 701, 1071, 1099, 1544, 1629, 1765, 1914, 3071]","[4, 83, 116, 136, 237, 293, 359, 479, 530, 571, 701, 1071, 1099, 1544, 1629, 1765, 1914, 3071]","[49, 125]",2
339,7,1467,"[4, 49, 83, 116, 125, 136, 237, 293, 359, 479, 530, 571, 701, 1071, 1099, 1544, 1629, 1765, 1914, 3071]","[4, 83, 116, 136, 237, 293, 359, 479, 530, 571, 701, 1071, 1099, 1544, 1629, 1765, 1914, 3071]","[49, 125]",2
340,1,178,"[1, 16, 34, 40, 51, 63, 159, 401, 510, 535, 626, 662, 720, 1196, 1302, 1309, 1384, 1463, 1536, 2209]","[1, 34, 40, 51, 63, 159, 401, 510, 535, 662, 720, 1196, 1302, 1384, 1463, 1536, 2209]","[16, 626, 1309]",3
340,3,207,"[1, 16, 34, 40, 51, 63, 159, 401, 510, 535, 626, 662, 720, 1196, 1302, 1309, 1384, 1463, 1536, 2209]","[1, 16, 34, 40, 63, 159, 401, 510, 535, 626, 662, 720, 1302, 1309, 1384, 1463, 1536, 2209]","[51, 1196]",2
340,5,11,"[1, 16, 34, 40, 51, 63, 159, 401, 510, 535, 626, 662, 720, 1196, 1302, 1309, 1384, 1463, 1536, 2209]","[1, 16, 40, 51, 63, 159, 401, 510, 535, 626, 662, 720, 1196, 1302, 1309, 1384, 1463, 1536, 2209]",[34],1
340,7,383,"[1, 16, 34, 40, 51, 63, 159, 401, 510, 535, 626, 662, 720, 1196, 1302, 1309, 1384, 1463, 1536, 2209]","[1, 16, 40, 51, 63, 159, 401, 510, 535, 626, 662, 720, 1196, 1302, 1309, 1384, 1463, 1536, 2209]",[34],1
342,1,120,"[23, 90, 139, 156, 180, 210, 244, 252, 278, 291, 323, 433, 513, 539, 606, 644, 658, 739, 789, 794]","[23, 90, 139, 180, 210, 244, 252, 291, 323, 539, 644, 658, 739, 789, 794]","[156, 278, 433, 513, 606]",5
342,3,1015,"[23, 90, 139, 156, 180, 210, 244, 252, 278, 291, 323, 433, 513, 539, 606, 644, 658, 739, 789, 794]","[23, 90, 139, 180, 210, 244, 278, 291, 323, 433, 513, 539, 606, 644, 658, 739, 789, 794]","[156, 252]",2
342,5,149,"[23, 90, 139, 156, 180, 210, 244, 252, 278, 291, 323, 433, 513, 539, 606, 644, 658, 739, 789, 794]","[23, 139, 156, 210, 244, 252, 278, 291, 323, 433, 513, 539, 606, 644, 658, 739, 789, 794]","[90, 180]",2
342,7,529,"[23, 90, 139, 156, 180, 210, 244, 252, 278, 291, 323, 433, 513, 539, 606, 644, 658, 739, 789, 794]","[23, 90, 139, 180, 244, 252, 278, 291, 323, 433, 513, 539, 606, 644, 658, 739, 789, 794]","[156, 210]",2
343,1,383,"[16, 89, 196, 222, 336, 535, 609, 654, 662, 700, 913, 994, 1085, 1131, 1144, 1170, 1211, 1323, 1384, 1402]","[16, 196, 336, 535, 654, 662, 700, 913, 994, 1085, 1131, 1144, 1170, 1211, 1323, 1384, 1402]","[89, 222, 609]",3
343,3,1257,"[16, 89, 196, 222, 336, 535, 609, 654, 662, 700, 913, 994, 1085, 1131, 1144, 1170, 1211, 1323, 1384, 1402]","[16, 89, 196, 336, 535, 609, 654, 662, 700, 913, 994, 1085, 1131, 1144, 1170, 1211, 1384, 1402]","[222, 1323]",2
343,5,117,"[16, 89, 196, 222, 336, 535, 609, 654, 662, 700, 913, 994, 1085, 1131, 1144, 1170, 1211, 1323, 1384, 1402]","[196, 222, 336, 535, 654, 662, 700, 913, 994, 1085, 1131, 1144, 1170, 1211, 1323, 1384, 1402]","[16, 89, 609]",3
343,7,172,"[16, 89, 196, 222, 336, 535, 609, 654, 662, 700, 913, 994, 1085, 1131, 1144, 1170, 1211, 1323, 1384, 1402]","[16, 89, 196, 222, 336, 535, 609, 654, 662, 700, 913, 994, 1085, 1131, 1144, 1170, 1211, 1384, 1402]",[1323],1
344,1,125,"[45, 51, 61, 219, 309, 513, 529, 645, 754, 1074, 1317, 1469, 1559, 1694, 1697, 2177, 2178, 2296, 2437, 2542]","[45, 51, 61, 219, 309, 513, 529, 645, 754, 1317, 1469, 1559, 1694, 2296, 2542]","[1074, 1697, 2177, 2178, 2437]",5
344,3,756,"[45, 51, 61, 219, 309, 513, 529, 645, 754, 1074, 1317, 1469, 1559, 1694, 1697, 2177, 2178, 2296, 2437, 2542]","[45, 61, 219, 309, 513, 645, 754, 1074, 1317, 1469, 1559, 1694, 1697, 2177, 2178, 2296, 2437, 2542]","[51, 529]",2
344,5,218,"[45, 51, 61, 219, 309, 513, 529, 645, 754, 1074, 1317, 1469, 1559, 1694, 1697, 2177, 2178, 2296, 2437, 2542]","[45, 61, 219, 309, 513, 529, 645, 754, 1074, 1317, 1469, 1694, 1697, 2177, 2178, 2296, 2437, 2542]","[51, 1559]",2
344,7,128,"[45, 51, 61, 219, 309, 513, 529, 645, 754, 1074, 1317, 1469, 1559, 1694, 1697, 2177, 2178, 2296, 2437, 2542]","[51, 61, 219, 309, 513, 529, 645, 754, 1317, 1469, 1559, 1694, 1697, 2177, 2178, 2296, 2437, 2542]","[45, 1074]",2
346,1,168,"[19, 86, 153, 163, 198, 293, 485, 554, 588, 651, 696, 1153, 1181, 1353, 1394, 1416, 1552, 1907, 2068, 2268]","[153, 163, 198, 293, 485, 554, 588, 651, 696, 1153, 1181, 1353, 1394, 1416, 1552, 1907, 2068, 2268]","[19, 86]",2
346,3,766,"[19, 86, 153, 163, 198, 293, 485, 554, 588, 651, 696, 1153, 1181, 1353, 1394, 1416, 1552, 1907, 2068, 2268]","[19, 86, 163, 198, 293, 485, 554, 588, 651, 696, 1153, 1181, 1353, 1416, 1552, 1907, 2068, 2268]","[153, 1394]",2
346,5,793,"[19, 86, 153, 163, 198, 293, 485, 554, 588, 651, 696, 1153, 1181, 1353, 1394, 1416, 1552, 1907, 2068, 2268]","[19, 86, 153, 163, 293, 485, 554, 588, 651, 1153, 1181, 1353, 1394, 1416, 1552, 1907, 2068, 2268]","[198, 696]",2
346,7,24,"[19, 86, 153, 163, 198, 293, 485, 554, 588, 651, 696, 1153, 1181, 1353, 1394, 1416, 1552, 1907, 2068, 2268]","[19, 153, 163, 198, 293, 485, 554, 588, 651, 696, 1153, 1181, 1353, 1394, 1416, 1552, 1907, 2068, 2268]",[86],1
347,1,24,"[22, 39, 44, 48, 54, 92, 245, 281, 337, 393, 421, 426, 480, 1025, 1065, 1273, 1339, 1366, 1646, 2031]","[54, 337, 393, 421, 426, 480, 1025, 1065, 1273, 1339, 1366, 1646, 2031]","[22, 39, 44, 48, 92, 245, 281]",7
347,3,105,"[22, 39, 44, 48, 54, 92, 245, 281, 337, 393, 421, 426, 480, 1025, 1065, 1273, 1339, 1366, 1646, 2031]","[39, 44, 48, 54, 92, 245, 281, 337, 421, 426, 480, 1025, 1065, 1273, 1339, 1366, 1646, 2031]","[22, 393]",2
347,5,52,"[22, 39, 44, 48, 54, 92, 245, 281, 337, 393, 421, 426, 480, 1025, 1065, 1273, 1339, 1366, 1646, 2031]","[44, 48, 54, 92, 245, 281, 337, 393, 421, 426, 480, 1025, 1065, 1273, 1339, 1366, 1646, 2031]","[22, 39]",2
347,7,40,"[22, 39, 44, 48, 54, 92, 245, 281, 337, 393, 421, 426, 480, 1025, 1065, 1273, 1339, 1366, 1646, 2031]","[39, 44, 48, 54, 92, 245, 281, 337, 393, 421, 426, 480, 1025, 1065, 1273, 1339, 1366, 1646, 2031]",[22],1
348,1,1540,"[34, 84, 100, 111, 154, 394, 404, 616, 634, 793, 840, 1089, 1467, 1620, 1624, 1694, 1700, 1762, 1848, 2328]","[34, 111, 154, 404, 616, 634, 793, 1467, 1624, 1700, 1762, 1848, 2328]","[84, 100, 394, 840, 1089, 1620, 1694]",7
348,3,124,"[34, 84, 100, 111, 154, 394, 404, 616, 634, 793, 840, 1089, 1467, 1620, 1624, 1694, 1700, 1762, 1848, 2328]","[34, 100, 154, 394, 404, 616, 634, 793, 840, 1467, 1620, 1624, 1694, 1700, 1762, 1848, 2328]","[84, 111, 1089]",3
348,5,611,"[34, 84, 100, 111, 154, 394, 404, 616, 634, 793, 840, 1089, 1467, 1620, 1624, 1694, 1700, 1762, 1848, 2328]","[34, 84, 100, 111, 154, 404, 616, 793, 840, 1089, 1467, 1620, 1624, 1694, 1700, 1762, 1848, 2328]","[394, 634]",2
348,7,720,"[34, 84, 100, 111, 154, 394, 404, 616, 634, 793, 840, 1089, 1467, 1620, 1624, 1694, 1700, 1762, 1848, 2328]","[34, 84, 100, 111, 154, 394, 404, 616, 634, 793, 840, 1089, 1467, 1620, 1694, 1700, 1762, 1848, 2328]",[1624],1
349,1,161,"[21, 87, 108, 137, 138, 195, 264, 327, 336, 523, 743, 838, 910, 1150, 1174, 1191, 1229, 1260, 1358, 1580]","[21, 137, 195, 264, 327, 336, 523, 743, 838, 910, 1150, 1174, 1191, 1229, 1260, 1358, 1580]","[87, 108, 138]",3
349,3,65,"[21, 87, 108, 137, 138, 195, 264, 327, 336, 523, 743, 838, 910, 1150, 1174, 1191, 1229, 1260, 1358, 1580]","[21, 87, 108, 138, 195, 264, 336, 523, 743, 838, 910, 1150, 1174, 1191, 1260, 1358, 1580]","[137, 327, 1229]",3
349,5,734,"[21, 87, 108, 137, 138, 195, 264, 327, 336, 523, 743, 838, 910, 1150, 1174, 1191, 1229, 1260, 1358, 1580]","[87, 108, 137, 138, 195, 264, 327, 336, 523, 743, 838, 910, 1150, 1174, 1191, 1229, 1260, 1358, 1580]",[21],1
349,7,278,"[21, 87, 108, 137, 138, 195, 264, 327, 336, 523, 743, 838, 910, 1150, 1174, 1191, 1229, 1260, 1358, 1580]","[21, 87, 108, 138, 195, 264, 327, 336, 523, 743, 838, 910, 1150, 1174, 1191, 1229, 1260, 1358, 1580]",[137],1
351,1,756,"[30, 69, 93, 133, 147, 151, 169, 185, 196, 207, 217, 218, 278, 316, 336, 350, 714, 1019, 1076, 1110]","[30, 69, 93, 133, 147, 151, 185, 196, 207, 278, 316, 336, 350, 1076, 1110]","[169, 217, 218, 714, 1019]",5
351,3,152,"[30, 69, 93, 133, 147, 151, 169, 185, 196, 207, 217, 218, 278, 316, 336, 350, 714, 1019, 1076, 1110]","[30, 69, 93, 147, 169, 185, 196, 207, 217, 218, 278, 316, 336, 350, 714, 1019, 1076, 1110]","[133, 151]",2
351,5,433,"[30, 69, 93, 133, 147, 151, 169, 185, 196, 207, 217, 218, 278, 316, 336, 350, 714, 1019, 1076, 1110]","[30, 69, 93, 133, 151, 169, 185, 196, 207, 217, 218, 278, 316, 336, 350, 714, 1019, 1076, 1110]",[147],1
351,7,105,"[30, 69, 93, 133, 147, 151, 169, 185, 196, 207, 217, 218, 278, 316, 336, 350, 714, 1019, 1076, 1110]","[69, 93, 133, 147, 151, 169, 185, 196, 207, 217, 218, 278, 316, 336, 350, 714, 1019, 1076, 1110]",[30],1
352,1,1852,"[119, 1036, 1084, 1153, 1371, 1386, 1716, 1773, 1868, 1900, 1905, 1969, 2128, 2295, 2542, 2734, 2849, 2867, 2892, 3095]","[119, 1036, 1084, 1716, 1773, 1868, 1900, 1905, 1969, 2128, 2295, 2542, 2849, 2867, 2892, 3095]","[1153, 1371, 1386, 2734]",4
352,3,1383,"[119, 1036, 1084, 1153, 1371, 1386, 1716, 1773, 1868, 1900, 1905, 1969, 2128, 2295, 2542, 2734, 2849, 2867, 2892, 3095]","[119, 1036, 1084, 1153, 1371, 1386, 1716, 1773, 1868, 1900, 1905, 1969, 2295, 2542, 2734, 2849, 2867, 2892]","[2128, 3095]",2
352,5,353,"[119, 1036, 1084, 1153, 1371, 1386, 1716, 1773, 1868, 1900, 1905, 1969, 2128, 2295, 2542, 2734, 2849, 2867, 2892, 3095]","[119, 1036, 1084, 1153, 1371, 1386, 1716, 1773, 1868, 1905, 1969, 2128, 2295, 2542, 2734, 2849, 2867, 2892, 3095]",[1900],1
352,7,1416,"[119, 1036, 1084, 1153, 1371, 1386, 1716, 1773, 1868, 1900, 1905, 1969, 2128, 2295, 2542, 2734, 2849, 2867, 2892, 3095]","[119, 1036, 1084, 1371, 1386, 1716, 1773, 1868, 1900, 1905, 1969, 2128, 2295, 2542, 2734, 2849, 2867, 2892, 3095]",[1153],1
355,1,61,"[4, 145, 187, 196, 343, 389, 471, 569, 620, 679, 749, 780, 894, 1042, 1155, 1210, 1678, 1843, 1844, 1847]","[145, 187, 196, 343, 389, 471, 569, 620, 679, 749, 894, 1042, 1155, 1678, 1843, 1844, 1847]","[4, 780, 1210]",3
355,3,120,"[4, 145, 187, 196, 343, 389, 471, 569, 620, 679, 749, 780, 894, 1042, 1155, 1210, 1678, 1843, 1844, 1847]","[4, 145, 187, 196, 343, 389, 471, 569, 679, 749, 780, 894, 1042, 1155, 1210, 1678, 1843, 1844, 1847]",[620],1
355,5,161,"[4, 145, 187, 196, 343, 389, 471, 569, 620, 679, 749, 780, 894, 1042, 1155, 1210, 1678, 1843, 1844, 1847]","[4, 145, 187, 196, 343, 389, 471, 620, 679, 749, 780, 894, 1042, 1155, 1210, 1678, 1843, 1844, 1847]",[569],1
355,7,133,"[4, 145, 187, 196, 343, 389, 471, 569, 620, 679, 749, 780, 894, 1042, 1155, 1210, 1678, 1843, 1844, 1847]","[145, 187, 196, 343, 389, 471, 569, 620, 679, 749, 780, 894, 1042, 1155, 1210, 1678, 1843, 1844, 1847]",[4],1
366,1,125,"[83, 106, 116, 209, 210, 217, 559, 584, 634, 796, 865, 896, 965, 995, 1005, 1043, 1069, 1342, 1518, 1529]","[83, 209, 210, 217, 559, 584, 634, 796, 865, 896, 965, 995, 1005, 1043, 1069, 1342, 1518]","[106, 116, 1529]",3
366,3,604,"[83, 106, 116, 209, 210, 217, 559, 584, 634, 796, 865, 896, 965, 995, 1005, 1043, 1069, 1342, 1518, 1529]","[106, 116, 209, 210, 217, 559, 584, 634, 796, 896, 965, 995, 1005, 1043, 1069, 1342, 1518, 1529]","[83, 865]",2
366,5,23,"[83, 106, 116, 209, 210, 217, 559, 584, 634, 796, 865, 896, 965, 995, 1005, 1043, 1069, 1342, 1518, 1529]","[83, 116, 209, 210, 217, 559, 584, 634, 796, 896, 965, 995, 1005, 1043, 1069, 1342, 1518, 1529]","[106, 865]",2
366,7,45,"[83, 106, 116, 209, 210, 217, 559, 584, 634, 796, 865, 896, 965, 995, 1005, 1043, 1069, 1342, 1518, 1529]","[83, 106, 116, 209, 210, 217, 559, 584, 634, 796, 896, 965, 995, 1005, 1043, 1069, 1342, 1518, 1529]",[865],1
368,1,127,"[67, 69, 74, 94, 164, 329, 535, 567, 574, 700, 884, 910, 930, 955, 1185, 1210, 2136, 2334, 2336, 2482]","[69, 94, 329, 535, 567, 574, 700, 884, 910, 930, 955, 1185, 1210, 2334, 2336]","[67, 74, 164, 2136, 2482]",5
368,3,75,"[67, 69, 74, 94, 164, 329, 535, 567, 574, 700, 884, 910, 930, 955, 1185, 1210, 2136, 2334, 2336, 2482]","[69, 74, 164, 329, 535, 567, 574, 700, 884, 910, 930, 955, 1185, 1210, 2136, 2334, 2336, 2482]","[67, 94]",2
368,5,896,"[67, 69, 74, 94, 164, 329, 535, 567, 574, 700, 884, 910, 930, 955, 1185, 1210, 2136, 2334, 2336, 2482]","[67, 69, 74, 164, 535, 567, 574, 700, 884, 910, 930, 955, 1185, 1210, 2136, 2334, 2336, 2482]","[94, 329]",2
368,7,620,"[67, 69, 74, 94, 164, 329, 535, 567, 574, 700, 884, 910, 930, 955, 1185, 1210, 2136, 2334, 2336, 2482]","[69, 74, 94, 164, 329, 535, 567, 574, 700, 884, 910, 955, 1185, 1210, 2136, 2334, 2336, 2482]","[67, 930]",2
372,1,98,"[40, 79, 86, 111, 121, 168, 264, 434, 578, 838, 932, 1042, 1058, 1082, 1085, 1116, 1146, 1163, 1167, 1327]","[111, 121, 168, 264, 434, 578, 838, 932, 1042, 1058, 1082, 1085, 1116, 1146, 1163, 1327]","[40, 79, 86, 1167]",4
372,3,433,"[40, 79, 86, 111, 121, 168, 264, 434, 578, 838, 932, 1042, 1058, 1082, 1085, 1116, 1146, 1163, 1167, 1327]","[40, 86, 111, 168, 264, 434, 578, 838, 932, 1042, 1058, 1082, 1085, 1116, 1146, 1163, 1167, 1327]","[79, 121]",2
372,5,152,"[40, 79, 86, 111, 121, 168, 264, 434, 578, 838, 932, 1042, 1058, 1082, 1085, 1116, 1146, 1163, 1167, 1327]","[86, 111, 121, 168, 264, 434, 578, 838, 932, 1042, 1058, 1082, 1085, 1116, 1146, 1163, 1167, 1327]","[40, 79]",2
372,7,196,"[40, 79, 86, 111, 121, 168, 264, 434, 578, 838, 932, 1042, 1058, 1082, 1085, 1116, 1146, 1163, 1167, 1327]","[40, 86, 111, 121, 168, 264, 434, 578, 838, 932, 1042, 1058, 1082, 1085, 1116, 1146, 1163, 1167, 1327]",[79],1
376,1,316,"[41, 70, 135, 185, 219, 220, 353, 436, 517, 663, 767, 881, 916, 983, 1002, 1055, 1367, 1691, 2671, 3098]","[70, 219, 353, 436, 517, 767, 881, 916, 983, 1002, 1055, 1367, 1691, 2671, 3098]","[41, 135, 185, 220, 663]",5
376,3,516,"[41, 70, 135, 185, 219, 220, 353, 436, 517, 663, 767, 881, 916, 983, 1002, 1055, 1367, 1691, 2671, 3098]","[70, 219, 220, 353, 436, 517, 663, 767, 881, 916, 983, 1002, 1055, 1367, 1691, 2671, 3098]","[41, 135, 185]",3
376,5,318,"[41, 70, 135, 185, 219, 220, 353, 436, 517, 663, 767, 881, 916, 983, 1002, 1055, 1367, 1691, 2671, 3098]","[70, 185, 219, 220, 353, 436, 517, 663, 767, 881, 916, 983, 1002, 1055, 1367, 1691, 2671, 3098]","[41, 135]",2
376,7,870,"[41, 70, 135, 185, 219, 220, 353, 436, 517, 663, 767, 881, 916, 983, 1002, 1055, 1367, 1691, 2671, 3098]","[41, 135, 185, 219, 220, 353, 436, 517, 663, 767, 881, 916, 983, 1002, 1055, 1367, 1691, 2671, 3098]",[70],1
377,1,133,"[24, 30, 39, 51, 111, 117, 192, 245, 247, 260, 496, 536, 548, 601, 798, 844, 1242, 1254, 1467, 1536]","[24, 30, 39, 51, 117, 245, 247, 260, 496, 536, 548, 601, 798, 1242, 1254, 1467, 1536]","[111, 192, 844]",3
377,3,125,"[24, 30, 39, 51, 111, 117, 192, 245, 247, 260, 496, 536, 548, 601, 798, 844, 1242, 1254, 1467, 1536]","[30, 39, 51, 117, 245, 247, 260, 496, 536, 601, 798, 844, 1242, 1254, 1467, 1536]","[24, 111, 192, 548]",4
377,5,23,"[24, 30, 39, 51, 111, 117, 192, 245, 247, 260, 496, 536, 548, 601, 798, 844, 1242, 1254, 1467, 1536]","[24, 30, 39, 51, 111, 117, 192, 245, 247, 260, 496, 536, 601, 844, 1242, 1254, 1467, 1536]","[548, 798]",2
377,7,105,"[24, 30, 39, 51, 111, 117, 192, 245, 247, 260, 496, 536, 548, 601, 798, 844, 1242, 1254, 1467, 1536]","[24, 39, 51, 111, 117, 192, 245, 247, 260, 496, 536, 548, 601, 798, 844, 1242, 1254, 1467, 1536]",[30],1
380,1,643,"[41, 51, 142, 169, 183, 190, 291, 358, 564, 568, 615, 677, 716, 793, 820, 848, 919, 1252, 1345, 2026]","[41, 51, 142, 183, 190, 291, 358, 568, 677, 793, 820, 848, 919, 1345, 2026]","[169, 564, 615, 716, 1252]",5
380,3,16,"[41, 51, 142, 169, 183, 190, 291, 358, 564, 568, 615, 677, 716, 793, 820, 848, 919, 1252, 1345, 2026]","[142, 183, 190, 291, 358, 564, 568, 615, 677, 716, 793, 820, 848, 919, 1252, 1345, 2026]","[41, 51, 169]",3
380,5,178,"[41, 51, 142, 169, 183, 190, 291, 358, 564, 568, 615, 677, 716, 793, 820, 848, 919, 1252, 1345, 2026]","[41, 51, 142, 169, 183, 190, 291, 358, 564, 568, 615, 677, 716, 793, 820, 848, 919, 2026]","[1252, 1345]",2
380,7,1257,"[41, 51, 142, 169, 183, 190, 291, 358, 564, 568, 615, 677, 716, 793, 820, 848, 919, 1252, 1345, 2026]","[41, 51, 142, 169, 183, 190, 358, 564, 568, 615, 677, 716, 793, 820, 848, 919, 1252, 1345, 2026]",[291],1
385,1,98,"[74, 91, 124, 129, 190, 210, 238, 306, 318, 337, 471, 505, 643, 687, 924, 926, 1285, 1504, 1751, 2856]","[74, 124, 129, 210, 306, 318, 337, 471, 505, 643, 687, 924, 926, 1285, 1504, 1751, 2856]","[91, 190, 238]",3
385,3,41,"[74, 91, 124, 129, 190, 210, 238, 306, 318, 337, 471, 505, 643, 687, 924, 926, 1285, 1504, 1751, 2856]","[74, 91, 129, 190, 210, 238, 306, 318, 337, 471, 505, 643, 924, 926, 1285, 1504, 1751, 2856]","[124, 687]",2
385,5,168,"[74, 91, 124, 129, 190, 210, 238, 306, 318, 337, 471, 505, 643, 687, 924, 926, 1285, 1504, 1751, 2856]","[91, 124, 190, 210, 238, 306, 318, 337, 471, 505, 643, 687, 924, 926, 1285, 1504, 1751, 2856]","[74, 129]",2
385,7,105,"[74, 91, 124, 129, 190, 210, 238, 306, 318, 337, 471, 505, 643, 687, 924, 926, 1285, 1504, 1751, 2856]","[74, 91, 124, 129, 190, 210, 238, 306, 337, 471, 505, 643, 687, 924, 926, 1285, 1504, 1751, 2856]",[318],1
386,1,789,"[353, 382, 401, 535, 566, 639, 704, 715, 1153, 1166, 1181, 1201, 1310, 1338, 1342, 1432, 1757, 1929, 2004, 2671]","[382, 401, 535, 566, 639, 704, 715, 1153, 1166, 1181, 1201, 1310, 1338, 1342, 1432, 1757, 1929, 2004, 2671]",[353],1
386,3,732,"[353, 382, 401, 535, 566, 639, 704, 715, 1153, 1166, 1181, 1201, 1310, 1338, 1342, 1432, 1757, 1929, 2004, 2671]","[382, 401, 535, 566, 639, 715, 1153, 1166, 1181, 1201, 1310, 1338, 1342, 1432, 1757, 1929, 2004, 2671]","[353, 704]",2
386,5,739,"[353, 382, 401, 535, 566, 639, 704, 715, 1153, 1166, 1181, 1201, 1310, 1338, 1342, 1432, 1757, 1929, 2004, 2671]","[353, 382, 401, 535, 566, 639, 704, 715, 1153, 1166, 1181, 1201, 1310, 1338, 1432, 1757, 1929, 2004, 2671]",[1342],1
386,7,357,"[353, 382, 401, 535, 566, 639, 704, 715, 1153, 1166, 1181, 1201, 1310, 1338, 1342, 1432, 1757, 1929, 2004, 2671]","[382, 401, 535, 566, 639, 704, 715, 1153, 1166, 1181, 1201, 1310, 1338, 1342, 1432, 1757, 1929, 2004, 2671]",[353],1
390,1,2394,"[8, 178, 337, 630, 662, 1216, 1238, 1450, 1454, 1740, 1811, 1812, 1819, 2011, 2301, 2353, 2362, 2366, 2966, 2968]","[8, 178, 337, 630, 662, 1238, 1450, 1454, 1812, 2301, 2353, 2362, 2366, 2966, 2968]","[1216, 1740, 1811, 1819, 2011]",5
390,3,2014,"[8, 178, 337, 630, 662, 1216, 1238, 1450, 1454, 1740, 1811, 1812, 1819, 2011, 2301, 2353, 2362, 2366, 2966, 2968]","[8, 178, 337, 630, 662, 1450, 1740, 1811, 1812, 1819, 2301, 2353, 2362, 2366, 2966, 2968]","[1216, 1238, 1454, 2011]",4
390,5,339,"[8, 178, 337, 630, 662, 1216, 1238, 1450, 1454, 1740, 1811, 1812, 1819, 2011, 2301, 2353, 2362, 2366, 2966, 2968]","[8, 178, 630, 662, 1216, 1238, 1450, 1454, 1740, 1811, 1812, 1819, 2011, 2301, 2353, 2362, 2366, 2966, 2968]",[337],1
390,7,2977,"[8, 178, 337, 630, 662, 1216, 1238, 1450, 1454, 1740, 1811, 1812, 1819, 2011, 2301, 2353, 2362, 2366, 2966, 2968]","[8, 178, 337, 662, 1216, 1238, 1450, 1454, 1740, 1811, 1812, 1819, 2011, 2301, 2353, 2362, 2366, 2966, 2968]",[630],1
392,1,172,"[18, 428, 549, 656, 657, 772, 980, 1035, 1079, 1112, 1127, 1224, 1231, 1399, 1456, 1541, 1693, 1762, 1958, 2511]","[18, 549, 656, 657, 772, 980, 1035, 1079, 1112, 1127, 1224, 1231, 1456, 1541, 1762, 1958, 2511]","[428, 1399, 1693]",3
