user_id,target_pos,target_item,original_interactions,best_interactions,cfs,len_cfs
48,5,1,"[1092, 1773, 1418, 1254, 906, 969, 1864, 1150, 1298, 566, 146, 562, 1347, 1461, 710, 132, 1392, 1403, 1260, 1191]","[1092, 1773, 1418, 1254, 906, 969, 1864, 1150, 566, 146, 562, 1347, 1461, 710, 132, 1392, 1403, 1260, 1191]",[1298],1
48,7,1857,"[1092, 1773, 1418, 1254, 906, 969, 1864, 1150, 1298, 566, 146, 562, 1347, 1461, 710, 132, 1392, 1403, 1260, 1191]","[1092, 1773, 1418, 1254, 906, 969, 1150, 1298, 566, 146, 562, 1347, 1461, 710, 132, 1392, 1403, 1260, 1191]",[1864],1
49,1,98,"[536, 468, 35, 33, 31, 1684, 125, 44, 133, 65, 58, 121, 1563, 146, 94, 1879, 1146, 776, 161, 136]","[468, 35, 33, 31, 1684, 44, 65, 58, 121, 1563, 146, 94, 1879, 1146, 776, 161, 136]","[125, 133, 536]",3
49,3,1015,"[536, 468, 35, 33, 31, 1684, 125, 44, 133, 65, 58, 121, 1563, 146, 94, 1879, 1146, 776, 161, 136]","[33, 31, 1684, 125, 44, 133, 65, 58, 121, 1563, 146, 94, 1879, 1146, 776, 161, 136]","[35, 468, 536]",3
49,5,63,"[536, 468, 35, 33, 31, 1684, 125, 44, 133, 65, 58, 121, 1563, 146, 94, 1879, 1146, 776, 161, 136]","[468, 35, 31, 125, 44, 133, 65, 58, 121, 1563, 146, 94, 1879, 1146, 776, 161, 136]","[33, 536, 1684]",3
49,7,61,"[536, 468, 35, 33, 31, 1684, 125, 44, 133, 65, 58, 121, 1563, 146, 94, 1879, 1146, 776, 161, 136]","[468, 35, 33, 31, 1684, 125, 44, 133, 65, 58, 121, 1563, 146, 94, 1879, 1146, 776, 161, 136]",[536],1
52,1,164,"[434, 121, 84, 190, 59, 203, 161, 652, 147, 80, 513, 223, 158, 1869, 851, 1890, 126, 591, 838, 900]","[434, 121, 84, 190, 59, 203, 161, 652, 147, 80, 513, 223, 1869, 851, 126, 591, 838, 900]","[158, 1890]",2
52,3,376,"[434, 121, 84, 190, 59, 203, 161, 652, 147, 80, 513, 223, 158, 1869, 851, 1890, 126, 591, 838, 900]","[121, 84, 190, 59, 203, 161, 652, 147, 80, 513, 223, 158, 1890, 126, 838, 900]","[434, 591, 851, 1869]",4
52,5,844,"[434, 121, 84, 190, 59, 203, 161, 652, 147, 80, 513, 223, 158, 1869, 851, 1890, 126, 591, 838, 900]","[121, 59, 203, 161, 652, 147, 80, 513, 223, 158, 1869, 851, 1890, 126, 591, 838, 900]","[84, 190, 434]",3
52,7,620,"[434, 121, 84, 190, 59, 203, 161, 652, 147, 80, 513, 223, 158, 1869, 851, 1890, 126, 591, 838, 900]","[434, 121, 84, 190, 59, 203, 652, 147, 80, 513, 223, 158, 1869, 851, 1890, 126, 591, 838, 900]",[161],1
53,1,1394,"[790, 488, 594, 1303, 467, 1971, 1849, 448, 495, 1975, 1898, 660, 1907, 444, 514, 1960, 1344, 1276, 1418, 450]","[488, 594, 1303, 467, 1971, 1849, 448, 495, 1975, 1898, 660, 444, 514, 1960, 1344, 1276, 1418, 450]","[790, 1907]",2
53,3,522,"[790, 488, 594, 1303, 467, 1971, 1849, 448, 495, 1975, 1898, 660, 1907, 444, 514, 1960, 1344, 1276, 1418, 450]","[790, 1303, 1971, 1849, 495, 1975, 1898, 660, 1907, 444, 514, 1344, 1276, 1418, 450]","[448, 467, 488, 594, 1960]",5
53,5,730,"[790, 488, 594, 1303, 467, 1971, 1849, 448, 495, 1975, 1898, 660, 1907, 444, 514, 1960, 1344, 1276, 1418, 450]","[594, 1303, 467, 1971, 1849, 448, 495, 1975, 1898, 1907, 444, 514, 1960, 1344, 1276, 450]","[488, 660, 790, 1418]",4
53,7,1369,"[790, 488, 594, 1303, 467, 1971, 1849, 448, 495, 1975, 1898, 660, 1907, 444, 514, 1960, 1344, 1276, 1418, 450]","[790, 1303, 467, 1971, 1849, 448, 495, 1975, 1898, 660, 1907, 444, 514, 1960, 1344, 1276, 1418, 450]","[488, 594]",2
58,1,87,"[800, 143, 557, 539, 113, 734, 677, 656, 600, 1990, 2017, 559, 533, 1191, 1837, 565, 1723, 1251, 1720, 1049]","[800, 143, 557, 539, 113, 734, 677, 656, 600, 2017, 559, 533, 1191, 1837, 565, 1723, 1251, 1720]","[1049, 1990]",2
58,3,645,"[800, 143, 557, 539, 113, 734, 677, 656, 600, 1990, 2017, 559, 533, 1191, 1837, 565, 1723, 1251, 1720, 1049]","[800, 143, 539, 113, 734, 656, 600, 1990, 2017, 533, 1191, 1837, 565, 1723, 1251, 1720, 1049]","[557, 559, 677]",3
58,5,1102,"[800, 143, 557, 539, 113, 734, 677, 656, 600, 1990, 2017, 559, 533, 1191, 1837, 565, 1723, 1251, 1720, 1049]","[143, 557, 539, 113, 734, 677, 656, 600, 1990, 2017, 533, 1191, 1837, 565, 1723, 1251, 1720, 1049]","[559, 800]",2
58,7,587,"[800, 143, 557, 539, 113, 734, 677, 656, 600, 1990, 2017, 559, 533, 1191, 1837, 565, 1723, 1251, 1720, 1049]","[800, 143, 557, 539, 734, 677, 656, 600, 1990, 2017, 559, 533, 1191, 1837, 565, 1723, 1251, 1720, 1049]",[113],1
59,1,727,"[166, 1099, 1576, 265, 610, 2044, 377, 1587, 124, 866, 253, 1795, 49, 2041, 566, 2053, 279, 1838, 1923, 171]","[1099, 265, 2044, 377, 1587, 124, 866, 253, 1795, 49, 2041, 566, 2053, 279, 1838, 1923, 171]","[166, 610, 1576]",3
59,3,11,"[166, 1099, 1576, 265, 610, 2044, 377, 1587, 124, 866, 253, 1795, 49, 2041, 566, 2053, 279, 1838, 1923, 171]","[1099, 265, 610, 2044, 377, 1587, 124, 866, 253, 1795, 49, 2041, 566, 2053, 279, 1838, 1923, 171]","[166, 1576]",2
59,5,27,"[166, 1099, 1576, 265, 610, 2044, 377, 1587, 124, 866, 253, 1795, 49, 2041, 566, 2053, 279, 1838, 1923, 171]","[166, 1099, 1576, 610, 2044, 377, 124, 866, 253, 1795, 49, 2041, 566, 2053, 279, 1838, 1923, 171]","[265, 1587]",2
59,7,1237,"[166, 1099, 1576, 265, 610, 2044, 377, 1587, 124, 866, 253, 1795, 49, 2041, 566, 2053, 279, 1838, 1923, 171]","[166, 1099, 1576, 265, 610, 377, 1587, 124, 866, 253, 1795, 49, 2041, 566, 2053, 279, 1838, 1923, 171]",[2044],1
